ID,Haushalt Art,Titelnr.,Titel,Gruppennr.,Gruppe,Budget Richtung,Bezeichnung,Jahr,Ansatz/Rechnung,Betrag
2959,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Beamte""",2016,Ansatz,50000
2960,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,13000
2961,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""",2016,Ansatz,30000
2962,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Ansatz,0
2963,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Ansatz,500
2964,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,GWG (0  - 410  netto),2016,Ansatz,500
2965,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Feiern, Ehrungen",2016,Ansatz,30000
2966,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Öffentlichkeitsarbeit,2016,Ansatz,15000
2967,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,37000
2968,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Sonstiger verschiedener Betriebsaufwand,2016,Ansatz,300
2969,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Haftpflichtversicherungen Komm.Haftplichtversicherung,2016,Ansatz,61000
2970,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Rechtsschutzversicherung,2016,Ansatz,40000
2971,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Unfallversicherung (auch gesetzliche Unfallversicherung),2016,Ansatz,24000
2972,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Bürobedarf,2016,Ansatz,500
2973,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,6500
2974,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Post-, Fernmeldegebühren",2016,Ansatz,900
2975,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Dienstreisen,2016,Ansatz,1000
2976,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,"Sachverständigenkosten, Gerichtskosten",2016,Ansatz,65000
2977,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Sonstige Geschäftsausgaben,2016,Ansatz,1500
2978,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Geschäftsausgaben für Maßnahmen der Inklusion,2016,Ansatz,0
2979,Verwaltungshaushalt,0,Allgemeine Verwaltung,200,Hauptverwaltung,Ausgaben,Mitgliedsbeiträge an Verbände. Vereine und dgl.,2016,Ansatz,13100
2980,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Einnahmen,Erstattungen Schulzweckverband,2016,Ansatz,0
2981,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Einnahmen,Innere Verrechnungen Personalkosten Kindertageseinrichtungen,2016,Ansatz,0
2982,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,Angestelltenvergütungen,2016,Ansatz,30000
2983,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,1800
2984,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""",2016,Ansatz,8000
2985,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Ansatz,0
2986,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,0
2987,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,Bürobedarf,2016,Ansatz,200
2988,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,5000
2989,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,Dienstreisen,2016,Ansatz,500
2990,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,"Mitgliedsbeiträge an Verbände, Vereine und dgi.-KAV-",2016,Ansatz,1000
2991,Verwaltungshaushalt,0,Allgemeine Verwaltung,221,Personalamt,Ausgaben,"Verzugszinsen, Säumniszuschläge",2016,Ansatz,200
2992,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Einnahmen,Benutzungsgebühren,2016,Ansatz,100
2993,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Einnahmen,Versicherungsleistungen in anderen Schadensfällen,2016,Ansatz,0
2994,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Einnahmen,Vermischte Einnahmen,2016,Ansatz,0
2995,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Beamtenbezüge,2016,Ansatz,105000
2996,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Versorgungsrücklage,2016,Ansatz,1000
2997,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Angestelltenvergütungen,2016,Ansatz,0
2998,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Versorgungsrücklage passiv,2016,Ansatz,10000
2999,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Beamte""",2016,Ansatz,65000
3000,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,0
3001,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",2016,Ansatz,0
3002,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Beihilfen, Unterstützungen u.ä. Beihilfeversicherung",2016,Ansatz,0
3003,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Ansatz,200
3004,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,GWG (0  - 410  Netto),2016,Ansatz,800
3005,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,25000
3006,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Sonstige Dienstleistungen durch Dritte,2016,Ansatz,1500
3007,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Steuern u.Versicherungen u.dgl.auch Kassenvers.u.Schlüsselverlustvers.HS,2016,Ansatz,12000
3008,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Bürobedarf,2016,Ansatz,500
3009,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,2500
3010,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Post-, Fernmeldegebühren",2016,Ansatz,900
3011,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Dienstreisen,2016,Ansatz,500
3012,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Sachverständigenkosten,. Gerichtskosten u.ä.",2016,Ansatz,3000
3013,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Kassen- und Organisationsprüfung u.ä. Überörtliche Rechnungsprüfung,2016,Ansatz,2000
3014,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Sonstige Geschäftsausgaben,2016,Ansatz,200
3015,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",2016,Ansatz,6800
3016,Verwaltungshaushalt,0,Allgemeine Verwaltung,300,Finanzverwaltung,Ausgaben,Vermischte Ausgaben,2016,Ansatz,100
3017,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Einnahmen,"Verwaltungskosten (KG, VWKostG) Mahngebühren",2016,Ansatz,3100
3018,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Einnahmen,Kassenüberschüsse,2016,Ansatz,0
3019,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Einnahmen,Vermischte Einnahmen,2016,Ansatz,0
3020,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Einnahmen,Bußgelder u.ä.,2016,Ansatz,0
3021,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Einnahmen,Säumniszuschläge u.ä.,2016,Ansatz,15000
3022,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Einnahmen,Stundungszinsen,2016,Ansatz,4000
3023,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Einnahmen,Verzugszinsen,2016,Ansatz,100
3024,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,Angestelltenvergütungen,2016,Ansatz,125000
3025,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,Zuführungen zur Versorgungsrücklage -Ruhegehaltsempfänger-,2016,Ansatz,500
3026,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Beamte""",2016,Ansatz,17000
3027,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,8000
3028,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""",2016,Ansatz,20000
3029,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Ansatz,0
3030,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,Verschiedener Betriebsaufwand,2016,Ansatz,700
3031,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,1500
3032,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,1000
3033,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,Dienstreisen,2016,Ansatz,300
3034,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,"Sachverständigenkosten, Gerichtskosten u.ä.",2016,Ansatz,2500
3035,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,Kassen- und Organisationsprüfung u.ä.,2016,Ansatz,3000
3036,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,Bankgebühren u.ä. (auch Zinszahlungen an Banken),2016,Ansatz,1200
3037,Verwaltungshaushalt,0,Allgemeine Verwaltung,331,Kassenverwaltung,Ausgaben,Sonstige Finanzausgaben Erstattungszinsen f.Beiträge,2016,Ansatz,500
3038,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Einnahmen,Vermischte Einnahmen u.a. Hundesteuermarken,2016,Ansatz,100
3039,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Einnahmen,Verspätungszuschläge,2016,Ansatz,2200
3040,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Einnahmen,Verzinsung von Steuernachforderungen,2016,Ansatz,60000
3041,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,Angestelltenvergütungen,2016,Ansatz,75000
3042,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,6000
3043,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""",2016,Ansatz,15000
3044,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Ansatz,0
3045,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,Bürobedarf (u.a. Hundesteuermarken),2016,Ansatz,200
3046,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,700
3047,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,Dienstreisen,2016,Ansatz,300
3048,Verwaltungshaushalt,0,Allgemeine Verwaltung,341,Steuerverwaltung,Ausgaben,Verzinsung von Steuererstattungen,2016,Ansatz,30000
3049,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Einnahmen,Vermischte Einnahmen,2016,Ansatz,0
3050,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,Beamtenbezüge,2016,Ansatz,0
3051,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,Angestelltenvergütungen,2016,Ansatz,80000
3052,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,6000
3053,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",2016,Ansatz,15000
3054,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Ansatz,0
3055,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Ansatz,300
3056,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,GWG (0  - 410  Netto),2016,Ansatz,500
3057,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,5000
3058,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,Bürobedarf,2016,Ansatz,300
3059,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,300
3060,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,Dienstreisen,2016,Ansatz,300
3061,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,"Sachverständigenkosten, Gerichtskosten u.ä.",2016,Ansatz,50000
3062,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,Kassen- und Organisationsprüfung u.ä.,2016,Ansatz,2000
3063,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,Sonstige Geschäftsausgaben,2016,Ansatz,200
3064,Verwaltungshaushalt,0,Allgemeine Verwaltung,351,Liegenschaftsverwaltung,Ausgaben,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",2016,Ansatz,500
3065,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Einnahmen,Verwaltungsgebühren,2016,Ansatz,16000
3066,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Einnahmen,Verkauf v.Familienstammbüchern,2016,Ansatz,300
3067,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Beamtenbezüge,2016,Ansatz,40000
3068,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Versorgungsrücklage,2016,Ansatz,500
3069,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Angestelltenvergütungen,2016,Ansatz,30000
3070,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Versorgungsrücklage passiv,2016,Ansatz,500
3071,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,"Beiträge zu Versorgungskassen ""Beamte""",2016,Ansatz,13000
3072,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,3000
3073,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",2016,Ansatz,6000
3074,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,"Beihilfen, Unterstützungen u.ä. Beihilfeversicherung",2016,Ansatz,0
3075,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Ansatz,2000
3076,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,GWG (0  - 410  Netto),2016,Ansatz,1000
3077,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,"Mieten für Maschinen, Fahrzeuge, Geräte",2016,Ansatz,2000
3078,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,15000
3079,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Bürobedarf,2016,Ansatz,5000
3080,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,2000
3081,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Post- und Fernmeldegebühren,2016,Ansatz,1500
3082,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Dienstreisen,2016,Ansatz,300
3083,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Sonstige Geschäftsausgaben,2016,Ansatz,500
3084,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,"Mitgliedsbeiträge an Verbände,Vereine u.dgl.-Fachverband der Standesbeamten",2016,Ansatz,100
3085,Verwaltungshaushalt,0,Allgemeine Verwaltung,501,Standesamt,Ausgaben,Innere Verrechnung (HHST 8806.1690) unentgeltliche Objektnutzung,2016,Ansatz,6000
3086,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Einnahmen,Erstattungen vom Bund,2016,Ansatz,0
3087,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Einnahmen,Erstattungen des Landes,2016,Ansatz,0
3088,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Ausgaben,Aufwendungen für ehrenamtliche Tätigkeit,2016,Ansatz,5000
3089,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Ansatz,1000
3090,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Ausgaben,GWG (0  - 410  Netto),2016,Ansatz,500
3091,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,4000
3092,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Ausgaben,Bürobedarf,2016,Ansatz,6000
3093,Verwaltungshaushalt,0,Allgemeine Verwaltung,521,Wahlen,Ausgaben,Vermischte Ausgaben,2016,Ansatz,200
3094,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Einnahmen,Versicherungsleistungen in anderen Schadensfällen,2016,Ansatz,0
3095,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Einnahmen,Vermischte Einnahmen -Kopienersätze-,2016,Ansatz,100
3096,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Verwaltungs- u. Zweckausstattung,2016,Ansatz,1000
3097,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,GWG (0 - 410  Netto),2016,Ansatz,1500
3098,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Technische Geräte und Apparate Miete und Reparatur Telefonanlage,2016,Ansatz,20000
3099,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,"Mieten für Maschinen, Fahrzeuge, Geräte Kopierer",2016,Ansatz,15000
3100,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Gebäudebewirtschaftungskosten,2016,Ansatz,0
3101,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Haltung von Fahrzeugen,2016,Ansatz,10000
3102,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Kfz-Steuern,2016,Ansatz,1000
3103,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Kfz-Versicherungen,2016,Ansatz,2600
3104,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,0
3105,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Steuern und Versicherungen,2016,Ansatz,4000
3106,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Bürobedarf,2016,Ansatz,10000
3107,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,1500
3108,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Post- und Fernmeldegebühren,2016,Ansatz,30000
3109,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,"Öffentliche Bekanntmachungen, Amtsblatt",2016,Ansatz,50000
3110,Verwaltungshaushalt,0,Allgemeine Verwaltung,600,Einrichtungen f.d.gesamte Verwaltung-Rathaus,Ausgaben,Innere Verrechnung unentgeltliche Objektnutzung (HHST 8803.1690),2016,Ansatz,43000
3111,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,Angestelltenvergütungen,2016,Ansatz,60000
3112,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,"Beiträge zu Versorgungskassen ""Angestellte""",2016,Ansatz,5000
3113,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""",2016,Ansatz,12000
3114,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Ansatz,0
3115,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,GWG (0 - 410  Netto),2016,Ansatz,500
3116,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,"Aus- und Fortbildung, Umschulung",2016,Ansatz,1500
3117,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,EDV-Kosten an Dritte,2016,Ansatz,15000
3118,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,Sonstiger verschiedener Betriebsaufwand,2016,Ansatz,500
3119,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,Sachbedarf für EDV-Anlage,2016,Ansatz,4000
3120,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,Dienstleistungen (u.a.Techniker),2016,Ansatz,90000
3121,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,Steuern und Versicherungen,2016,Ansatz,400
3122,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,"Bücher, Zeitschriften u.ä.",2016,Ansatz,200
3123,Verwaltungshaushalt,0,Allgemeine Verwaltung,601,EDV-Anlage -01-,Ausgaben,Dienstreisen,2016,Ansatz,200
3124,Verwaltungshaushalt,0,Allgemeine Verwaltung,614,Sicherheitstechnischer Dienst,Ausgaben,Sachkosten (für GUV),2016,Ansatz,3500
3125,Verwaltungshaushalt,0,Allgemeine Verwaltung,800,Einrichtungen und Maßnahmen für Verwaltungsangehörige,Einnahmen,Erstattung für Getränke,2016,Ansatz,0
3126,Verwaltungshaushalt,0,Allgemeine Verwaltung,800,Einrichtungen und Maßnahmen für Verwaltungsangehörige,Ausgaben,"Beihilfen, Unterstützungen u.ä.",2016,Ansatz,85000
3127,Verwaltungshaushalt,0,Allgemeine Verwaltung,800,Einrichtungen und Maßnahmen für Verwaltungsangehörige,Ausgaben,Personalnebenausgaben,2016,Ansatz,30000
3128,Verwaltungshaushalt,0,Allgemeine Verwaltung,800,Einrichtungen und Maßnahmen für Verwaltungsangehörige,Ausgaben,"Personalnebenausgaben ""LoB""",2016,Ansatz,100000
3129,Verwaltungshaushalt,0,Allgemeine Verwaltung,800,Einrichtungen und Maßnahmen für Verwaltungsangehörige,Ausgaben,Fahrkostenzuschüsse für Fahrten zwischen Wohnung und Arbeitsplatz,2016,Ansatz,0
