Admin Class 1 Level Unique Identifier,1 Level display label,Admin Class 2 Level Unique Identifier Partial,2 Level display label,Admin Class 3 Level Unique Identifier Partial,3 Level display label,Admin Class 4 Level Unique Identifier Partial,4 Level display label,Budget Direction,Date,Amount Kind,Amount
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,51, Versorgungsaufwendungen,51410900,Inanspruchnahme Beihilfe-Rst für Versorgungsempf,Ausgabe,2017,IST,-14215.53
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50111000,Beamtenbezüge,Ausgabe,2017,IST,286457.22
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50610000,Zuführungen zur Beihilferückstellung für,Ausgabe,2017,IST,37619.30
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50220000,Beiträge zu Versorgungskassen für tarifl,Ausgabe,2017,IST,153849.53
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50321000,Sozialversicherung für tariflich Beschäf,Ausgabe,2017,IST,372157.99
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50111700,Jubiläumsaufwendungen Beamte,Ausgabe,2017,IST,240.23
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50510000,Zuführungen zu Pensionsrückstellungen f,Ausgabe,2017,IST,147617.47
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50121700,Jubiläumsaufwendungen tariflich Beschäftigte,Ausgabe,2017,IST,1350.97
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50121600,Rückstellungen Urlaub/Übstst für tarifl,Ausgabe,2017,IST,10915.34
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50121100,Pauschale Lohnsteuer für tarifl Beschäf,Ausgabe,2017,IST,5174.08
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50111600,Rückstellungen für Urlaub/Überst-Beamte,Ausgabe,2017,IST,1567.40
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50121000,Vergütungen für tarifl Beschäftigte,Ausgabe,2017,IST,1954085.46
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,50, Personalaufwendungen,50111500,Rückstellungen für Altersteilzeit-Beamte,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,57, Bilanzielle Abschreibung,57311000,Abschreibungen auf Ford wg Uneinbringl,Ausgabe,2017,IST,34897.32
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,57, Bilanzielle Abschreibung,57111000,Abschreibungen auf immater Vermögensgeg,Ausgabe,2017,IST,541.46
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,57, Bilanzielle Abschreibung,57116000,AfA auf Fahrzeuge,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,57, Bilanzielle Abschreibung,57118000,AfA auf geringwertige Wirtschaftsgüter,Ausgabe,2017,IST,5666.43
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,57, Bilanzielle Abschreibung,57117000,AfA auf Betriebs- und Geschäftsausstattu,Ausgabe,2017,IST,8057.65
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,58, Aufwendungen aus internen Leistungsbeziehungen,58118000,Interne Verrechnung Personal,Ausgabe,2017,IST,194072.38
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,58, Aufwendungen aus internen Leistungsbeziehungen,58115000,GB-interne Verrechnung (oGB-OVH),Ausgabe,2017,IST,9209.69
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,58, Aufwendungen aus internen Leistungsbeziehungen,58116000,GB-externe Verrechnung,Ausgabe,2017,IST,129031.87
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,58, Aufwendungen aus internen Leistungsbeziehungen,58112000,Fachbereichs-Overhead,Ausgabe,2017,IST,569421.26
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,45, Sonstige ordentliche Erträge,45619010,Sonstige Bußgelder,Einnahme,2017,IST,17350.30
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,45, Sonstige ordentliche Erträge,45831000,Erträge aus der Auflösung von Wertberich,Einnahme,2017,IST,481.68
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,45, Sonstige ordentliche Erträge,45710000,Erträge sonstige SoPo-Auflösung,Einnahme,2017,IST,31.21
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,45, Sonstige ordentliche Erträge,45640000,weitere sonstige ordentliche Erträge,Einnahme,2017,IST,43252.63
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,52, Aufwendungen für Sach- und Dienstleistungen,52555700,Wartung IT,Ausgabe,2017,IST,659.84
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,52, Aufwendungen für Sach- und Dienstleistungen,52910000,Aufwendungen für sonstige Dienstleistung,Ausgabe,2017,IST,11937.25
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,52, Aufwendungen für Sach- und Dienstleistungen,52511000,Treibstoffe für Fahrzeuge,Ausgabe,2017,IST,258.79
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,52, Aufwendungen für Sach- und Dienstleistungen,52554000,Unterhd Betriebs- und Geschäftsausstat,Ausgabe,2017,IST,451.07
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,52, Aufwendungen für Sach- und Dienstleistungen,52555500,Unterhaltung IT,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,52, Aufwendungen für Sach- und Dienstleistungen,52512000,Fahrzeugunterhaltung,Ausgabe,2017,IST,231.93
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,43, Öffentlich-Rechtliche Leistungsentgelte,43110000,Verwaltungsgebühren,Einnahme,2017,IST,2959019.11
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,48, Erträge aus internen Leistungsbeziehungen,48115000,GB-interne Verrechnung (oGB-OVH),Einnahme,2017,IST,1109.60
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,48, Erträge aus internen Leistungsbeziehungen,48112000,Fachbereichs-Overhead,Einnahme,2017,IST,569421.26
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,41, Zuwendungen und allgemeine Umlagen,41611101,Erträge aus  SoPO-Auflösung aus Zuw Land BW 52,Einnahme,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,41, Zuwendungen und allgemeine Umlagen,41410000,ZuwuZuschfür lfdZwecke vom Land,Einnahme,2017,IST,5666.43
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,41, Zuwendungen und allgemeine Umlagen,41613000,Erträge aus  SoPO-Auflösung aus Zuweis von Zweckve,Einnahme,2017,IST,57.37
5,Planung. Bau und Gebäudemanagement,-063,Bauaufsicht,44, Privatrechtliche Leistngentgelte. Kostenerstattungen und Kostenumlagen,44880100,Erstübrige Bereiche-0% USt,Einnahme,2017,IST,948.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,51, Versorgungsaufwendungen,51410900,Inanspruchnahme Beihilfe-Rst für Versorgungsempf,Ausgabe,2017,IST,-28443.39
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,51, Versorgungsaufwendungen,51110900,Inanspruchnahme Pensions-Rst für Versorgungsempf,Ausgabe,2017,IST,-121709.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,57, Bilanzielle Abschreibung,57116000,AfA auf Fahrzeuge,Ausgabe,2017,IST,7838.45
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,57, Bilanzielle Abschreibung,57118000,AfA auf geringwertige Wirtschaftsgüter,Ausgabe,2017,IST,4490.68
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,57, Bilanzielle Abschreibung,57115000,AfA -Maschinen und technische Anlagen,Ausgabe,2017,IST,377.34
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,57, Bilanzielle Abschreibung,57111000,Abschreibungen auf immater Vermögensgeg,Ausgabe,2017,IST,9482.25
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,57, Bilanzielle Abschreibung,57117000,AfA auf Betriebs- und Geschäftsausstattu,Ausgabe,2017,IST,11909.13
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,57, Bilanzielle Abschreibung,57311000,Abschreibungen auf Ford wg Uneinbringl,Ausgabe,2017,IST,1785.35
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,57, Bilanzielle Abschreibung,57114000,AfA - Infrastrukturvermögen,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50111500,Rückstellungen für Altersteilzeit-Beamte,Ausgabe,2017,IST,67710.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50121100,Pauschale Lohnsteuer für tarifl Beschäf,Ausgabe,2017,IST,5422.64
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50111000,Beamtenbezüge,Ausgabe,2017,IST,573799.12
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50610000,Zuführungen zur Beihilferückstellung für,Ausgabe,2017,IST,75271.18
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50121700,Jubiläumsaufwendungen tariflich Beschäftigte,Ausgabe,2017,IST,3565.29
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50111700,Jubiläumsaufwendungen Beamte,Ausgabe,2017,IST,1167.91
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50220000,Beiträge zu Versorgungskassen für tarifl,Ausgabe,2017,IST,181761.04
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50321000,Sozialversicherung für tariflich Beschäf,Ausgabe,2017,IST,449949.02
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50121500,Rückstellungen Altersteilzeit für tarifl,Ausgabe,2017,IST,91326.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50111900,Inanspruchnahme Personal-Rückstellungen für Beamte,Ausgabe,2017,IST,-2771.37
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50121000,Vergütungen für tarifl Beschäftigte,Ausgabe,2017,IST,2237412.04
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50510000,Zuführungen zu Pensionsrückstellungen f,Ausgabe,2017,IST,295362.85
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,50, Personalaufwendungen,50121900,Inanspruchnahme Personal-Rst für tariflich Besch,Ausgabe,2017,IST,-11134.58
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54317000,Gästebewirtung und Repräsentation,Ausgabe,2017,IST,178.74
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54996100,Beiträge zWirtschaftsverb.Berufsvertr,Ausgabe,2017,IST,120.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54318200,Gerichts- und Prozesskosten,Ausgabe,2017,IST,108.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54312100,Druck und Vervielfältigung,Ausgabe,2017,IST,279.19
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54976000,Abgang ohne Erlös,Ausgabe,2017,IST,2.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54996200,Sonstige Beiträge,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54123000,Sonstige Dienstreisekosten,Ausgabe,2017,IST,1864.50
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54122000,Wegstreckenentschädigung,Ausgabe,2017,IST,534.94
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54311000,Büromaterial,Ausgabe,2017,IST,3321.92
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54318300,Gutachten uä,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54316100,Öffentliche Bekanntmachungen,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54318100,Rechts- und Beratungskosten,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54316200,Werbung und Öffentlichkeitsarbeit,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54411901,Aufwand zur  pauschalierte Vorsteuer 1.9,Ausgabe,2017,IST,-3698.29
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54121000,Aus- und Fortbildung,Ausgabe,2017,IST,3648.10
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54220000,Mieten und Pachten,Ausgabe,2017,IST,471.24
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54993100,Aufw für Rat. Ausschüsse. Beiräte. etc,Ausgabe,2017,IST,7640.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54315100,Gebühren (zBRundfunkgebühren),Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54124000,Dienst-/Schutzkleidung.persAusrüstungsg,Ausgabe,2017,IST,97.84
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54319000,Sonstige Geschäftsaufwendungen,Ausgabe,2017,IST,204.84
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,54, Sonstige ordentliche Aufwendungen,54312200,Zeitungen und Fachliteratur,Ausgabe,2017,IST,1371.05
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,41, Zuwendungen und allgemeine Umlagen,41611000,Erträge aus  SoPO-Auflösung aus Zuweisun,Einnahme,2017,IST,8.16
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,41, Zuwendungen und allgemeine Umlagen,41613000,Erträge aus  SoPO-Auflösung aus Zuweis von Zweckve,Einnahme,2017,IST,26.67
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,41, Zuwendungen und allgemeine Umlagen,41400000,Zuw u Zusch für lfd Zwecke vom Bund,Einnahme,2017,IST,43161.30
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,41, Zuwendungen und allgemeine Umlagen,41614000,Erträge aus  SoPO-Auflösung aus Zuwsons,Einnahme,2017,IST,57.83
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,41, Zuwendungen und allgemeine Umlagen,41410000,ZuwuZuschfür lfdZwecke vom Land,Einnahme,2017,IST,69490.68
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,41, Zuwendungen und allgemeine Umlagen,41620000,Außerplanmäßige Auflösung SoPo aus Zuwen,Einnahme,2017,IST,2.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,43, Öffentlich-Rechtliche Leistungsentgelte,43219100,Sonstige Entgelte-0% USt,Einnahme,2017,IST,57558.53
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,43, Öffentlich-Rechtliche Leistungsentgelte,43119000,Sonstige Verwaltungsgebühren,Einnahme,2017,IST,43709.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,43, Öffentlich-Rechtliche Leistungsentgelte,43110000,Verwaltungsgebühren,Einnahme,2017,IST,282226.38
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,48, Erträge aus internen Leistungsbeziehungen,48115000,GB-interne Verrechnung (oGB-OVH),Einnahme,2017,IST,139765.08
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,48, Erträge aus internen Leistungsbeziehungen,48113000,FB-interne Verrechnung (oOVH),Einnahme,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,48, Erträge aus internen Leistungsbeziehungen,48116000,GB-externe Verrechnung,Einnahme,2017,IST,97564.08
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,48, Erträge aus internen Leistungsbeziehungen,48112000,Fachbereichs-Overhead,Einnahme,2017,IST,831914.06
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,58, Aufwendungen aus internen Leistungsbeziehungen,58118000,Interne Verrechnung Personal,Ausgabe,2017,IST,375147.07
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,58, Aufwendungen aus internen Leistungsbeziehungen,58116000,GB-externe Verrechnung,Ausgabe,2017,IST,595541.99
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,58, Aufwendungen aus internen Leistungsbeziehungen,58115000,GB-interne Verrechnung (oGB-OVH),Ausgabe,2017,IST,-3840.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,58, Aufwendungen aus internen Leistungsbeziehungen,58113000,FB-interene Verrechnungen (oOVH),Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,58, Aufwendungen aus internen Leistungsbeziehungen,58112000,Fachbereichs-Overhead,Ausgabe,2017,IST,831914.06
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,58, Aufwendungen aus internen Leistungsbeziehungen,58111000,Verwaltungskostenbeiträge,Ausgabe,2017,IST,12230.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52819000,Sonstige Sachleistungen,Ausgabe,2017,IST,2860.59
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52512000,Fahrzeugunterhaltung,Ausgabe,2017,IST,7038.07
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52380000,Erstattung lfd Verw-tätigk an übrige,Ausgabe,2017,IST,150000.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52554000,Unterhd Betriebs- und Geschäftsausstat,Ausgabe,2017,IST,1592.74
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52511000,Treibstoffe für Fahrzeuge,Ausgabe,2017,IST,1768.36
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52910000,Aufwendungen für sonstige Dienstleistung,Ausgabe,2017,IST,109660.27
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52555700,Wartung IT,Ausgabe,2017,IST,18503.80
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,52, Aufwendungen für Sach- und Dienstleistungen,52555500,Unterhaltung IT,Ausgabe,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,44, Privatrechtliche Leistngentgelte. Kostenerstattungen und Kostenumlagen,44880100,Erstübrige Bereiche-0% USt,Einnahme,2017,IST,107855.27
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,44, Privatrechtliche Leistngentgelte. Kostenerstattungen und Kostenumlagen,44851100,Erst verbUnternehmen-0% USt,Einnahme,2017,IST,0.00
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,55, Zinsen und sonstige Finanzaufwendungen,55180000,Zinsen an den sonstigen inländischen Ber,Ausgabe,2017,IST,68049.45
5,Planung. Bau und Gebäudemanagement,-062,Vermessungs- und Katasterwesen,45, Sonstige ordentliche Erträge,45420000,Erträge aus der Veräußerung von bewAV >,Einnahme,2017,IST,1300.00
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54493000,Abschreibung auf Forderungen wegen Verjährung,Ausgabe,2017,IST,0.00
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54312100,Druck und Vervielfältigung,Ausgabe,2017,IST,2902.90
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54315100,Gebühren (zBRundfunkgebühren),Ausgabe,2017,IST,3550.65
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54491000,Zuführung in die EWB Forderungen,Ausgabe,2017,IST,0.00
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54124000,Dienst-/Schutzkleidung.persAusrüstungsg,Ausgabe,2017,IST,1737.52
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54314000,Telefon,Ausgabe,2017,IST,86518.17
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54996000,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,1347678.39
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54996100,Beiträge zWirtschaftsverb.Berufsvertr,Ausgabe,2017,IST,3760.00
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54290000,Sonstiges fd Inanspruchn v Rechten u,Ausgabe,2017,IST,21.40
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54311000,Büromaterial,Ausgabe,2017,IST,48032.48
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54123000,Sonstige Dienstreisekosten,Ausgabe,2017,IST,5604.22
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54312200,Zeitungen und Fachliteratur,Ausgabe,2017,IST,13367.04
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54317000,Gästebewirtung und Repräsentation,Ausgabe,2017,IST,3356.84
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54121200,Supervision,Ausgabe,2017,IST,4090.14
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54996000S,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,1347678.39
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54492000,Sonstige Abschreibungen auf Forderungen,Ausgabe,2017,IST,0.00
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54996000A,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,-1347678.39
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54992100,Periodenfremde Aufwendungen,Ausgabe,2017,IST,2000.00
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54319000,Sonstige Geschäftsaufwendungen,Ausgabe,2017,IST,67254.88
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54316200,Werbung und Öffentlichkeitsarbeit,Ausgabe,2017,IST,292.40
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54121000,Aus- und Fortbildung,Ausgabe,2017,IST,5560.32
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54316100,Öffentliche Bekanntmachungen,Ausgabe,2017,IST,2738.18
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54976000,Abgang ohne Erlös,Ausgabe,2017,IST,319.16
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54980000,Verrechnung von Schulgirokonten,Ausgabe,2017,IST,160465.41
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54412000,Sonstige Versicherungsbeiträge (oGebäud,Ausgabe,2017,IST,1732949.40
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54230000,Leasing,Ausgabe,2017,IST,5597.76
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54122000,Wegstreckenentschädigung,Ausgabe,2017,IST,21328.69
4,Bildung. Jugend. Sport. Migration und Integration,-400,Schule. Pädagog und Psycholog Dienst,54, Sonstige ordentliche Aufwendungen,54220000,Mieten und Pachten,Ausgabe,2017,IST,10631.05
