"ID";"Jahr";"Bereich";"Bereichbezeichnung";"Gruppe";"Gruppen-Bezeichnung";"Produkt";"Produkt-Bezeichnung";"FIBU-Konto";"Konto-Bezeichnung";"Art";"Ansatz"
141;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111107";"Personalwesen";5411006;"Stellenbewertungen            ";"Ausgaben";1000
142;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5499011;"Beitrag StGB                  ";"Ausgaben";5770
143;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5431006;"Kosten fürs Amtsblatt         ";"Ausgaben";10303
144;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5431014;"Kosten fürs Schiedsmannsamt   ";"Ausgaben";362
145;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5431007;"Dienstreisen, Fahrtkostenerst.";"Ausgaben";4091
146;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5255001;"Beschaffung von  Arbeitskleidung";"Ausgaben";6560
147;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291008;"Abfuhr von sonst. Abfall      ";"Ausgaben";10500
148;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5422000;"Fotokopierkosten";"Ausgaben";30000
149;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5412000;"Kosten Arbeitssicherheit";"Ausgaben";8243
150;2015;"03";"Schulträgeraufgaben";"03221";"Sonderschulen";"0322101";"Zweckverband Sonderschule";5313005;"Verbandsumlage                ";"Ausgaben";148597
151;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5499005;"Vorleistungen i.R. Haftpflicht";"Ausgaben";721
152;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5422007;"Miete Jugendtreff Golzheim";"Ausgaben";600
153;2015;"16";"Allgemeine Finanzwirtschaft";"16612";"Sonstige allgemeine Finanzwirtschaft";"1661201";"Sonstige allgemeine Finanzwirtschaft";4562000;"Säumniszuschläge";"Einnahmen";0
154;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770003";"ÖÖÖCollas-MittelÖÖÖ";5318004;"Verteilung der Mittel         ";"Ausgaben";3945
155;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5241009;"Kosten Lehrschwimmbecken      ";"Ausgaben";2602
156;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5291017;"Kosten f.Verbrauchsübernahmen ";"Ausgaben";4040
157;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5431011;"Schließfachgebühr Sparkasse   ";"Ausgaben";42
158;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5431010;"Führungsgebühren Girokonten   ";"Ausgaben";3091
159;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5281010;"Kulturelle Veranstaltungen    ";"Ausgaben";"6666.61"
160;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557304";"Solaranlage Grundschule Merzenich";4421001;"Einspeisevergütung Solaranlagen";"Einnahmen";12000
161;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";4591000;"vermischte Einnahmen";"Einnahmen";500
162;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";4321022;"Anerkennungsgebühren          ";"Einnahmen";1500
163;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";4493000;"Leistungsbtlg. zur Eingl. AS";"Einnahmen";3600
164;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";4591002;"Erstattung Energiekosten      ";"Einnahmen";60
165;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";4591002;"Erstattung Energiekosten      ";"Einnahmen";600
166;2015;"13";"Natur und Landschaftspflege";"13551";"Öffentliches Grün, Landschaftsbau";"1355101";"Parkanlagen und öffentliche Grünflächen, Dorfverschönerung";4591000;"vermischte Einnahmen";"Einnahmen";120
167;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";4311009;"Gebühren Ordnungsamt          ";"Einnahmen";18000
168;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";4488006;"Kostenerst. Kirmesplatz Merz. ";"Einnahmen";500
169;2015;"16";"Allgemeine Finanzwirtschaft";"16612";"Sonstige allgemeine Finanzwirtschaft";"1661201";"Sonstige allgemeine Finanzwirtschaft";5517000;"Zinsaufwendung Kreditinstitute";"Ausgaben";92000
170;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";4142001;"Zuschuss Kreis f. Jugendarbeit";"Einnahmen";55000
171;2015;"13";"Natur und Landschaftspflege";"13551";"Öffentliches Grün, Landschaftsbau";"1355101";"Parkanlagen und öffentliche Grünflächen, Dorfverschönerung";5281009;"Kosten für Dorfverschönerung  ";"Ausgaben";4162
172;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5318014;"Zuschuss an Pfarrbücherei     ";"Ausgaben";410
173;2015;"04";"Kultur und Wissenschaft";"04263";"Musikschulen";"0426301";"Musikschule ";5281007;"anteil. Geb. i.R.soz.Regelung ";"Ausgaben";1560
174;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5422006;"Pachtzahl. f. Parkplätze u.a. ";"Ausgaben";1648
175;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5291015;"Entsorg.v.Grundstücksentw.anl.";"Ausgaben";2500
176;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111105";"Bauhof";5241017;"Steuern u.Vers.Beiträge Fahrz.";"Ausgaben";5724
177;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5251004;"Bewirtsch.+Unterh.Dienstfahrz.";"Ausgaben";2081
178;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";5251002;"Betriebs-+Unterh.K. Spülmobil ";"Ausgaben";312
179;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5251003;"Betriebskosten Gemeindemobil  ";"Ausgaben";6000
180;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5441003;"Schülerunfallversicherung     ";"Ausgaben";19885
181;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5441000;"Steuern, Vers., Schadensfälle";"Ausgaben";55
182;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5241016;"Vers.Beiträge Warteh.Geschw.An";"Ausgaben";3538
183;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";4591002;"Erstattung Energiekosten      ";"Einnahmen";1710
184;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";5291020;"Planungs- u. Vermessungskosten";"Ausgaben";61200
185;2015;"08";"Sportförderung";"08421";"Förderung des Sports";"0842101";"Förderung des Sports";5318019;"Beihilfen an Ortsvereine      ";"Ausgaben";10400
186;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";5431013;"Kosten für EC-Kartenzahlung   ";"Ausgaben";785
187;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5431002;"Bücher und Zeitschriften      ";"Ausgaben";8193
188;2015;"02";"Sicherheit und Ordnung";"02121";"Statistik und Wahlen";"0212102";"Wahlen";5431021;"Sachkosten Kommunalwahl       ";"Ausgaben";7000
189;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281023;"Ausflüge/Feste/Kochen Jugend";"Ausgaben";1000
190;2015;"05";"Soziale Leistungen";"05315";"Soziale Einrichtungen";"0531502";"Soziale Einrichtungen für Wohnungslose, Aussiedler und Asylbewerber";5255000;"Unterh./Instandsetzung bewegl. Vermögen";"Ausgaben";3120
191;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291032;"Entsorg.k. f.Haus-u.Sperrmüll ";"Ausgaben";329330
192;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291003;"Abfuhrentgelt Sperrgut, u.ä.  ";"Ausgaben";18886
193;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291012;"Abfuhrkosten Windelsäcke      ";"Ausgaben";728
194;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291027;"Sammlungskosten Altpapier     ";"Ausgaben";55325
195;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5499001;"Vermischte Ausgaben           ";"Ausgaben";103
196;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5499001;"Vermischte Ausgaben           ";"Ausgaben";10
197;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";4111000;"Schlüsselzuweisungen vom Land";"Einnahmen";1553335
198;2015;"16";"Allgemeine Finanzwirtschaft";"16612";"Sonstige allgemeine Finanzwirtschaft";"1661201";"Sonstige allgemeine Finanzwirtschaft";4562002;"Stundungszinsen               ";"Einnahmen";1500
199;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4487003;"Schadenersatzleistungen";"Einnahmen";1000
200;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4487007;"Erstattung DSD (Altpapier)    ";"Einnahmen";23742
201;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4591000;"vermischte Einnahmen";"Einnahmen";0
202;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4488003;"Entschädigung Sperrgut        ";"Einnahmen";4264
203;2015;"03";"Schulträgeraufgaben";"03218";"Gesamtschulen";"0321801";"Zweckverband Gesamtschule";4487015;"Erst.Vers.leist. Gesamtschule ";"Einnahmen";14280
204;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5232030;"Abführung an örtl. Träger";"Ausgaben";5000
205;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";4591011;"Erstatt.Vers.l.Sport-+Tennish.";"Einnahmen";1300
206;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";4591017;"Erstatt.Versicher.l. Maarhalle";"Einnahmen";1190
207;2015;"04";"Kultur und Wissenschaft";"04281";"Heimat- und sonstige Kunstpflege";"0428101";"Kulturveranstaltungen und Kulturförderung";5318027;"Förderung 1000 Jahre Golzheim -50%-";"Ausgaben";3500
208;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770003";"ÖÖÖCollas-MittelÖÖÖ";5318030;"Förderung 1000 Jahre Golzheim -50%-";"Ausgaben";3500
209;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111101";"Politische Gremien";5421001;"Pausch.Entsch.Gemeindevertr.  ";"Ausgaben";67000
210;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111101";"Politische Gremien";5492000;"Fraktionszuwendungen";"Ausgaben";26000
211;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111110";"Liegenschaftsverwaltung";4411001;"Mieten und Pachten";"Einnahmen";6000
212;2015;"08";"Sportförderung";"08421";"Förderung des Sports";"0842101";"Förderung des Sports";5318015;"Zuschüsse an Sportvereine     ";"Ausgaben";49050
213;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5281019;"Werkunterricht                ";"Ausgaben";1814
214;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770002";"Stiftung Rixen";4411005;"Pächte aus Stiftungsländereien";"Einnahmen";4230
215;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770002";"Stiftung Rixen";5318002;"Verteil.Pachteinn.,Abgaben etc";"Ausgaben";5090
216;2015;"02";"Sicherheit und Ordnung";"02128";"Abwehr von Großschadensereignissen, Katastrophenschutz";"0212801";"Katastrophenschutz";5211010;"Wartung + Pflege der Sirenen  ";"Ausgaben";436
217;2015;"16";"Allgemeine Finanzwirtschaft";"16612";"Sonstige allgemeine Finanzwirtschaft";"1661201";"Sonstige allgemeine Finanzwirtschaft";4617004;"Zinserträge Kassenmittel      ";"Einnahmen";15000
218;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4488007;"Erstatt. aus Verkauf Biosäcke ";"Einnahmen";100
219;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5318026;"DRK Suchdienst";"Ausgaben";500
220;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5318017;"Zuschuss an VDK Golzheim      ";"Ausgaben";150
221;2015;"05";"Soziale Leistungen";"05331";"Förderung von anderen Trägern der Wohlfahrtspflege";"0533101";"Förderung von anderen Trägern der Wohlfahrtspflege";5318021;"Zuschuss an ISM Merz.         ";"Ausgaben";2020
222;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";4488008;"Erstatt.ant.K.Verkauf Müllsäck";"Einnahmen";247
223;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5332002;" Stationäre Krankenhilfe nach  õ 4";"Ausgaben";10000
224;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5281004;"Schulgarten                   ";"Ausgaben";445
225;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111101";"Politische Gremien";5441000;"Steuern, Vers., Schadensfälle";"Ausgaben";535
226;2015;"13";"Natur und Landschaftspflege";"13555";"Land- und Forstwirtschaft";"1355501";"Förderung der Land- und Forstwirtschaft, Wirtschaftswege";4487014;"Unterhaltungszuschüsse WiWe   ";"Einnahmen";4000
227;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5281000;"Erstattung Nebenkosten";"Ausgaben";1048
228;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";5431015;"Sachkosten                    ";"Ausgaben";15000
229;2015;"08";"Sportförderung";"08424";"Sportstätten und Bäder";"0842401";"Bereitstellung und Betrieb von Sportanlagen";5211023;"Unterhaltungskosten Sportheime";"Ausgaben";9888
230;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4311006;"Verwaltungsgebühren           ";"Einnahmen";500
231;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5237001;"Entsorgung Bioabfälle (Dep.K.)";"Ausgaben";98520
232;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";4482001;"Kostenerst.Kreis f.Aufw.Lehrg.";"Einnahmen";8500
233;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";5499009;"Weiterltg. Geb. Fischereisch. ";"Ausgaben";515
234;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";4488002;"Erstatt. Personalkosten d. TV ";"Einnahmen";1650185
235;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12545";"Straßenreinigung";"1254501";"Straßenreinigung und Winterdienst";5291023;"Straßenrein.k. an Unternehmer ";"Ausgaben";28831
236;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557302";"Dienstleistungsgesellschaft MIJLAN";5281012;"Pers-+Sachk.erstatt.an MIJLAN ";"Ausgaben";6250
237;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5281020;"Spiel- u. Beschäft.material K+T";"Ausgaben";1000
238;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";4562000;"Säumniszuschläge";"Einnahmen";1000
239;2015;"11";"Ver- und Entsorgung";"11537";"Abfallwirtschaft";"1153701";"Abfallwirtschaft";5291006;"Verwert.k. Altholz u. Grünabf.";"Ausgaben";2678
240;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";5372001;"Kreisuml.-Belastung Jugendamt-";"Ausgaben";2702615
241;2015;"16";"Allgemeine Finanzwirtschaft";"16611";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";"1661101";"Steuern, allgemeine Zuweisungen und allgemeine Umlagen";5372000;"Kreisumlage";"Ausgaben";4636512
242;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5422002;"Entsch.Aufstellung Wartehallen";"Ausgaben";515
243;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5318005;"Zusch.an TV Go f.Nutzung Halle";"Ausgaben";4500
244;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";4411004;"Pacht f. Kleingartenanlage    ";"Einnahmen";693
245;2015;"17";"Stiftungen";"17700";"Stiftungen";"1770003";"ÖÖÖCollas-MittelÖÖÖ";4147000;"Zuw. lfd Zwecke von p. Untern.";"Einnahmen";7325
246;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";4591016;"Preisnachl. Eigenverbr. Strom ";"Einnahmen";2000
247;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111103";"Beschäftigtenvertretung";5411005;"Betriebssportgemeinschaft     ";"Ausgaben";259
248;2015;"12";"Verkehrsflächen und -anlagen, ÖPNV";"12541";"Gemeindestraßen";"1254101";"Bereitstellung und Betrieb von Verkehrsflächen";5281013;"Stromkosten                   ";"Ausgaben";103004
249;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5271000;"Lernmittel nach Lernm.-fhg";"Ausgaben";11589
250;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";4591000;"vermischte Einnahmen";"Einnahmen";160
251;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212204";"Personenstandswesen";4311004;"Standesamtsgebühren           ";"Einnahmen";6000
252;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";4311002;"Gebühren für Fischereischeine ";"Einnahmen";1000
253;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";4311003;"Gebühren f. Führungszeugnisse ";"Einnahmen";5000
254;2015;"13";"Natur und Landschaftspflege";"13553";"Friedhofs- und Bestattungswesen";"1355301";"Friedhöfe";4311005;"Verw.Geb. f. Grabsteingenehm. ";"Einnahmen";1750
255;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212203";"Einwohnermeldewesen";4311010;"Gebühren Einwohnermeldeamt";"Einnahmen";51000
256;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5431008;"Prozess- u. Gutachterkosten   ";"Ausgaben";5150
257;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5255000;"Unterh./Instandsetzung bewegl. Vermögen";"Ausgaben";2081
258;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5331011;"Einm.L.-Gutsch.f.Kleid.etc õ 3";"Ausgaben";0
259;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";5412004;"Fortbildungsmaßnahmen         ";"Ausgaben";309
260;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5291026;"Prüfungen Wirtschaftsprüfer   ";"Ausgaben";18575
261;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06362";"Jugendarbeit";"0636201";"Kinder- und Jugendarbeit";4488013;"Eigenanteile Ausflüge/Feste Kinder+T.";"Einnahmen";1
262;2015;"13";"Natur und Landschaftspflege";"13552";"Öffentliche Gewässer, wasserbauliche Anlagen";"1355201";"Gewässerunterhaltung";5313001;"Umlage Wasserverband Eifel-Rur";"Ausgaben";50000
263;2015;"11";"Ver- und Entsorgung";"11538";"Abwasserbeseitigung";"1153801";"Abwasserbeseitigung";5313001;"Umlage Wasserverband Eifel-Rur";"Ausgaben";801296
264;2015;"13";"Natur und Landschaftspflege";"13551";"Öffentliches Grün, Landschaftsbau";"1355101";"Parkanlagen und öffentliche Grünflächen, Dorfverschönerung";5012000;"Dienstbezüge tarifl. Beschäft.";"Ausgaben";171823
265;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5499004;"Allgemeine Sachkosten         ";"Ausgaben";53
266;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5499014;"Verbandsbeiträge              ";"Ausgaben";1545
267;2015;"15";"Wirtschaft und Tourismus";"15573";"Allgemeine Einrichtungen und Unternehmen";"1557301";"Öffentliche Gemeinschaftseinrichtungen, Märkte";5431004;"Fernsehgebühren / GEMA        ";"Ausgaben";1133
268;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111102";"Verwaltungsführung";5011000;"Dienstbezüge Beamte";"Ausgaben";98544
269;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111104";"Zentrale Dienste, Recht, Informationsverarbeitung";5011000;"Dienstbezüge Beamte";"Ausgaben";12207
270;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111108";"Finanz- und Rechnungswesen";5011000;"Dienstbezüge Beamte";"Ausgaben";51137
271;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111109";"zentrale Gebäudewirtschaft";5011000;"Dienstbezüge Beamte";"Ausgaben";7154
272;2015;"01";"Innere Verwaltung";"01111";"Verwaltungssteuerung und Service";"0111110";"Liegenschaftsverwaltung";5011000;"Dienstbezüge Beamte";"Ausgaben";12520
273;2015;"02";"Sicherheit und Ordnung";"02122";"Ordnungsangelegenheiten";"0212201";"Gefahrenabwehr und Verkehr";5011000;"Dienstbezüge Beamte";"Ausgaben";18308
274;2015;"02";"Sicherheit und Ordnung";"02126";"Brandschutz";"0212601";"Brandschutz";5011000;"Dienstbezüge Beamte";"Ausgaben";6103
275;2015;"03";"Schulträgeraufgaben";"03211";"Grundschulen";"0321101";"Bereitstellung und Betrieb von Grundschulen";5011000;"Dienstbezüge Beamte";"Ausgaben";6103
276;2015;"05";"Soziale Leistungen";"05311";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";"0531101";"Grundversorgung und Leistungen nach dem Zwölften Buch Sozialgesetzbuch";5011000;"Dienstbezüge Beamte";"Ausgaben";15465
277;2015;"05";"Soziale Leistungen";"05313";"Leistungen für Asylbewerber";"0531301";"Leistungen für Asylbewerber";5011000;"Dienstbezüge Beamte";"Ausgaben";2729
278;2015;"06";"Kinder-, Jugend- und Familienhilfe";"06365";"Tageseinrichtungen für Kinder";"0636501";"Tageseinrichtungen für Kinder";5011000;"Dienstbezüge Beamte";"Ausgaben";6103
279;2015;"09";"Räumliche Planungs- und Entwicklung, Geoinformationen";"09511";"Räumliche Planungs- und Entwicklungsmaßnahmen, Geoinformationen";"0951101";"Bauleitplanung, Flurbereinigung, Umsiedlung";5011000;"Dienstbezüge Beamte";"Ausgaben";8943
280;2015;"13";"Natur und Landschaftspflege";"13555";"Land- und Forstwirtschaft";"1355501";"Förderung der Land- und Forstwirtschaft, Wirtschaftswege";5011000;"Dienstbezüge Beamte";"Ausgaben";7154
