Amt / Dienststelle,Betrag,Dezernatsbezeichnung,Teilhaushalte,Produktgruppe,Dezernat,Produktgruppenbezeichnung,Teilhaushalte Bezeichnung,Produktbezeichnung,Produkt,Amt / Dienststelle Bezeichnung,Jahr,Produktbereich,Art,Produktbereich Bezeichnung
AMT-400,149900.0,Dezernat II BMin Stuchlik,THH_08,2120,DEZ-II,Sonderschulen,"THH 8 Amt f. Schule, Bildung",Schulkindergärten,212001,"400 Amt f. Schule, Bildung",2017,21,Erträge,Schulträgeraufgaben
AMT-400,91076.0,Dezernat II BMin Stuchlik,THH_08,2120,DEZ-II,Sonderschulen,"THH 8 Amt f. Schule, Bildung",Schulkindergärten,212001,"400 Amt f. Schule, Bildung",2017,21,Aufwendungen,Schulträgeraufgaben
AMT-400,149900.0,Dezernat II BMin Stuchlik,THH_08,2120,DEZ-II,Sonderschulen,"THH 8 Amt f. Schule, Bildung",Schulkindergärten,212001,"400 Amt f. Schule, Bildung",2018,21,Erträge,Schulträgeraufgaben
AMT-400,93062.0,Dezernat II BMin Stuchlik,THH_08,2120,DEZ-II,Sonderschulen,"THH 8 Amt f. Schule, Bildung",Schulkindergärten,212001,"400 Amt f. Schule, Bildung",2018,21,Aufwendungen,Schulträgeraufgaben
AMT-000,189057.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2015,11,Erträge,Innere Verwaltung
AMT-000,1548773.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2015,11,Aufwendungen,Innere Verwaltung
AMT-000,8800.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2016,11,Erträge,Innere Verwaltung
AMT-000,1586500.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2016,11,Aufwendungen,Innere Verwaltung
AMT-000,189060.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2017,11,Erträge,Innere Verwaltung
AMT-000,1591166.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2017,11,Aufwendungen,Innere Verwaltung
AMT-000,189060.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2018,11,Erträge,Innere Verwaltung
AMT-000,1605156.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,000 Gemeinderat,2018,11,Aufwendungen,Innere Verwaltung
AMT-001,73414.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2015,11,Erträge,Innere Verwaltung
AMT-001,1239820.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2015,11,Aufwendungen,Innere Verwaltung
AMT-001,48650.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2016,11,Erträge,Innere Verwaltung
AMT-001,958576.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2016,11,Aufwendungen,Innere Verwaltung
AMT-001,73410.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2017,11,Erträge,Innere Verwaltung
AMT-001,1021443.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2017,11,Aufwendungen,Innere Verwaltung
AMT-001,73410.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2018,11,Erträge,Innere Verwaltung
AMT-001,1049123.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Steuerung,111001,001 Bürgermeisteramt,2018,11,Aufwendungen,Innere Verwaltung
AMT-002,16452.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2015,11,Erträge,Innere Verwaltung
AMT-002,530468.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2015,11,Aufwendungen,Innere Verwaltung
AMT-002,8500.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2016,11,Erträge,Innere Verwaltung
AMT-002,486756.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2016,11,Aufwendungen,Innere Verwaltung
AMT-002,12000.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2017,11,Erträge,Innere Verwaltung
AMT-002,515460.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2017,11,Aufwendungen,Innere Verwaltung
AMT-002,12000.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2018,11,Erträge,Innere Verwaltung
AMT-002,529019.0,Dezernat II BMin Stuchlik,THH_06,1110,DEZ-II,Steuerung,THH 6 Management Dezernat II,Steuerung/Geschäftsf.GR und Ausschüsse,111001,002 Büro der BMin Stuchlik,2018,11,Aufwendungen,Innere Verwaltung
AMT-003,28371.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2015,11,Erträge,Innere Verwaltung
AMT-003,539144.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2015,11,Aufwendungen,Innere Verwaltung
AMT-003,32000.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2016,11,Erträge,Innere Verwaltung
AMT-003,429858.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2016,11,Aufwendungen,Innere Verwaltung
AMT-003,28370.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2017,11,Erträge,Innere Verwaltung
AMT-003,663782.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2017,11,Aufwendungen,Innere Verwaltung
AMT-003,28370.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2018,11,Erträge,Innere Verwaltung
AMT-003,623814.0,Dezernat III BM von Kirchbach,THH_11,1110,DEZ-III,Steuerung,THH 11 Management Dezernat III,Steuerung/Geschäftsf.GR und Ausschüsse,111001,003 Büro des BMs v.Kirchbach/Büro f.Migr,2018,11,Aufwendungen,Innere Verwaltung
AMT-004,22039.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2015,11,Erträge,Innere Verwaltung
AMT-004,612822.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2015,11,Aufwendungen,Innere Verwaltung
AMT-004,12100.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2016,11,Erträge,Innere Verwaltung
AMT-004,473396.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2016,11,Aufwendungen,Innere Verwaltung
AMT-004,22040.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2017,11,Erträge,Innere Verwaltung
AMT-004,503019.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2017,11,Aufwendungen,Innere Verwaltung
AMT-004,22040.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2018,11,Erträge,Innere Verwaltung
AMT-004,515362.0,Dezernat IV EBM Neideck,THH_15,1110,DEZ-IV,Steuerung,THH 15 Managemnt Dezernat IV,Steuerung/Geschäftsf.GR und Ausschüsse,111001,004 Büro des EBM Neideck,2018,11,Aufwendungen,Innere Verwaltung
AMT-005,0.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2015,11,Erträge,Innere Verwaltung
AMT-005,595242.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2015,11,Aufwendungen,Innere Verwaltung
AMT-005,0.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2016,11,Erträge,Innere Verwaltung
AMT-005,513851.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2016,11,Aufwendungen,Innere Verwaltung
AMT-005,0.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2017,11,Erträge,Innere Verwaltung
AMT-005,567175.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2017,11,Aufwendungen,Innere Verwaltung
AMT-005,0.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2018,11,Erträge,Innere Verwaltung
AMT-005,579518.0,Dezernat V BM Prof. Dr. Haag,THH_23,1110,DEZ-V,Steuerung,THH 23 Management Dezernat V,Steuerung/Geschäftsf.GR und Ausschüsse,111001,005 Büro des BMs Prof Dr. Haag,2018,11,Aufwendungen,Innere Verwaltung
AMT-110,314371.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2015,11,Erträge,Innere Verwaltung
AMT-110,2118866.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2015,11,Aufwendungen,Innere Verwaltung
AMT-110,118540.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2016,11,Erträge,Innere Verwaltung
AMT-110,1956612.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2016,11,Aufwendungen,Innere Verwaltung
AMT-110,343090.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2017,11,Erträge,Innere Verwaltung
AMT-110,2149396.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2017,11,Aufwendungen,Innere Verwaltung
AMT-110,289250.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2018,11,Erträge,Innere Verwaltung
AMT-110,2105417.0,Dezernat I OB Dr. Salomon,THH_02,1110,DEZ-I,Steuerung,"THH 2 Zentrale Funktionen, Sonderaufg.",Steuerung,111001,110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw,2018,11,Aufwendungen,Innere Verwaltung
AMT-151,5877.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2015,11,Erträge,Innere Verwaltung
AMT-151,165001.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2015,11,Aufwendungen,Innere Verwaltung
AMT-151,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2016,11,Erträge,Innere Verwaltung
AMT-151,109487.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2016,11,Aufwendungen,Innere Verwaltung
AMT-151,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2017,11,Erträge,Innere Verwaltung
AMT-151,78797.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2017,11,Aufwendungen,Innere Verwaltung
AMT-151,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2018,11,Erträge,Innere Verwaltung
AMT-151,81190.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,151 Ortsverw. Lehen,2018,11,Aufwendungen,Innere Verwaltung
AMT-152,734.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2015,11,Erträge,Innere Verwaltung
AMT-152,94661.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2015,11,Aufwendungen,Innere Verwaltung
AMT-152,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2016,11,Erträge,Innere Verwaltung
AMT-152,106184.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2016,11,Aufwendungen,Innere Verwaltung
AMT-152,734.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2017,11,Erträge,Innere Verwaltung
AMT-152,94718.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2017,11,Aufwendungen,Innere Verwaltung
AMT-152,734.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2018,11,Erträge,Innere Verwaltung
AMT-152,95794.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,152 Ortsverw. Opfingen,2018,11,Aufwendungen,Innere Verwaltung
AMT-153,72.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2015,11,Erträge,Innere Verwaltung
AMT-153,50667.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2015,11,Aufwendungen,Innere Verwaltung
AMT-153,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2016,11,Erträge,Innere Verwaltung
AMT-153,53014.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2016,11,Aufwendungen,Innere Verwaltung
AMT-153,72.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2017,11,Erträge,Innere Verwaltung
AMT-153,58950.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2017,11,Aufwendungen,Innere Verwaltung
AMT-153,72.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2018,11,Erträge,Innere Verwaltung
AMT-153,59398.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,153 Ortsverw. Waltershofen,2018,11,Aufwendungen,Innere Verwaltung
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2015,11,Erträge,Innere Verwaltung
AMT-154,36948.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2015,11,Aufwendungen,Innere Verwaltung
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2016,11,Erträge,Innere Verwaltung
AMT-154,39466.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2016,11,Aufwendungen,Innere Verwaltung
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2017,11,Erträge,Innere Verwaltung
AMT-154,45178.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2017,11,Aufwendungen,Innere Verwaltung
AMT-154,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2018,11,Erträge,Innere Verwaltung
AMT-154,45749.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,154 Ortsverw. Tiengen,2018,11,Aufwendungen,Innere Verwaltung
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2015,11,Erträge,Innere Verwaltung
AMT-155,12126.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2015,11,Aufwendungen,Innere Verwaltung
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2016,11,Erträge,Innere Verwaltung
AMT-155,20741.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2016,11,Aufwendungen,Innere Verwaltung
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2017,11,Erträge,Innere Verwaltung
AMT-155,23572.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2017,11,Aufwendungen,Innere Verwaltung
AMT-155,0.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2018,11,Erträge,Innere Verwaltung
AMT-155,23694.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,155 Ortsverw. Munzingen,2018,11,Aufwendungen,Innere Verwaltung
AMT-156,12.0,Dezernat I OB Dr. Salomon,THH_01,1110,DEZ-I,Steuerung,"THH 1 Gemeinderat, Bürgermeisteramt, OVs",Ortsvorsteher/Ortschaftsrat/Repräsentat.,111001,156 Ortsverw. Hochdorf,2015,11,Erträge,Innere Verwaltung
