Titelnr.,Titel,Gruppen Nr,Gruppe,Einnahmen Ausgaben,Einzel Nr,Bezeichnung,Betrag,Jahr
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.414,Angestelltenvergütungen,16000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.434,"Beiträge zu Versorgungskassen ""Angestellte""",500.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.444,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",1500.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.4592,Medizinische Untersuchungen,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,25000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.5202,GWG (0 - 410  Netto),5000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.55,Haltung von Fahrzeugen,25000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.556,Kfz-Versicherungen,3500.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.5601,Dienst- und Schutzkleidung,15000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.5621,Kostenübernahme Führerscheine und Fortbildungen,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.64,Steuern und Versicherungen FFW-Dienstunfallversicherung,6500.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.65,Bürobedarf,800.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.652,Post- und Fernmeldegebühren,3000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.6569,Verdienstausfallentschädigung,13000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.661,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",400.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.662,Vermischte Ausgaben,12500.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.679,Innere Verrechnung (HHST 8818.1690) unentgeltliche Objektnutzung,70000.0,2016
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.717,Zuschüsse für lfd. Zwecke an den übrigen Bereich,1900.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Einnahmen,0.1146,Entgelt für Feuerwehreinsätze,1000.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Einnahmen,0.1599,Vermischte Einnahmen,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Einnahmen,0.171,Zuweisungen für lfd. Zwecke vom Land,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.4592,Medizinische Untersuchungen,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,8000.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.5202,GWG (0  - 410  Netto),500.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.55,Haltung von Fahrzeugen,3500.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.556,Kfz-Versicherungen,600.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.5601,Dienst- und Schutzkleidung,5000.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.5621,Kostenübernahme Führerscheine und Fortbildungen,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.64,Steuern und Versicherungen,400.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.65,Bürobedarf,500.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.652,Post und Fernmeldegebühren,1200.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.6569,Verdienstausfallentschädigung,2000.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.661,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",200.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.662,Vermischte Ausgaben,8000.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.679,Innere Verrechnung (HHST 8813.1690) unentgeltliche Objektnutzung,24400.0,2016
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.717,Zuschüsse für lfd. Zwecke an den übrigen Bereich,1000.0,2016
1,Öffentliche Sicherheit und Ordnung,1302,Brandschutzbeauftragter,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1400,"Katastrophenschutz, Zivilschutz",Ausgaben,0.54,"Gebäudebewirtschaftungskosten Sirenen, Stromkosten",800.0,2016
1,Öffentliche Sicherheit und Ordnung,1600,Rettungsdienst,Ausgaben,0.55,Haltung von Fahrzeugen,0.0,2016
1,Öffentliche Sicherheit und Ordnung,1600,Rettungsdienst,Ausgaben,0.679,Innere Verrechnung (HHST 8818.1690) unentgeltliche Objektnutzung,10400.0,2016
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Einnahmen,0.1,Verwaltungsgebühren,1200.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Einnahmen,0.102,Ersatzvornahmen,100.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Einnahmen,0.1692,Innere Verrechnungen Personalkosten Kindertageseinrichtungen,15500.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Einnahmen,0.171,Zuweisungen für lfd. Zwecke vom Land,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.414,Angestelltenvergütungen,150000.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.434,"Beiträge zu Versorgungskassen ""Angestellte""",13000.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.444,"Beiträge zur gesetzt. Sozialversicherung ""Angestellte""",32000.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.459,"Beihilfen, Unterstützungen u.ä. Beihilfeversicherung",0.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,4000.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.5202,GWG (0  - 410  Netto),500.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.6322,EDV-Kosten an Dritte,800.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.6329,Sonstiger verschiedener Betriebsaufwand,300.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.65,Bürobedarf,300.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.651,"Bücher, Zeitschriften u.ä.",2100.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.654,Dienstreisen,200.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.658,Sonstige Geschäftsausgaben -Obdachlosenfürsorge Art.57 GO-,50000.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.6584,Ersatzvornahmen,2000.0,2017
1,Öffentliche Sicherheit und Ordnung,1100,Öffentliche Ordnung,Ausgaben,0.7098,Zuschüsse für lfd. Zwecke Tierschutzverein,11100.0,2017
1,Öffentliche Sicherheit und Ordnung,1101,Öffentliche Ordnung - Gewerbeamt,Einnahmen,0.1,Verwaltungsgebühren,12000.0,2017
1,Öffentliche Sicherheit und Ordnung,1101,Öffentliche Ordnung - Gewerbeamt,Ausgaben,0.632,Verschiedener Betriebsaufwand,100.0,2017
1,Öffentliche Sicherheit und Ordnung,1101,Öffentliche Ordnung - Gewerbeamt,Ausgaben,0.6322,EDV-Kosten an Dritte,2000.0,2017
1,Öffentliche Sicherheit und Ordnung,1101,Öffentliche Ordnung - Gewerbeamt,Ausgaben,0.65,Bürobedarf,200.0,2017
1,Öffentliche Sicherheit und Ordnung,1101,Öffentliche Ordnung - Gewerbeamt,Ausgaben,0.651,"Bücher, Zeitschriften u.ä.",2000.0,2017
1,Öffentliche Sicherheit und Ordnung,1122,Verkehrsüberwachung,Einnahmen,0.081,Überlassung des Aufkommens an Verwarnungsgeldern u.Geldbußen v. Land,80000.0,2017
1,Öffentliche Sicherheit und Ordnung,1122,Verkehrsüberwachung,Ausgaben,0.6322,EDV-Kosten an Dritte,1100.0,2017
1,Öffentliche Sicherheit und Ordnung,1122,Verkehrsüberwachung,Ausgaben,0.673,Erstattung an Zweckverbände und dgl.,80000.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.414,Angestelltenvergütungen,50000.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.434,"Beiträge zu Versorgungskassen ""Angestellte""",4000.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.444,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",10000.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.632,Verschiedener Betriebsaufwand,200.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.6321,Öffentlichkeitsarbeit,2500.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.654,Dienstreisen,100.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.655,Sachverständigenkosten,4000.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.6589,Sonstige Geschäftsausgaben-Agenda 21,300.0,2017
1,Öffentliche Sicherheit und Ordnung,1141,Umweltschutz (Allgemeine Verwaltungsautgaben),Ausgaben,0.661,"Mitgliedsbeiträge an Verbände, Vereine und dgl.-Energiewende-Verein",2100.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Einnahmen,0.1,Verwaltungsgebühren Pass- und Personalausweisgebühren,105000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Einnahmen,0.101,Verwaltungskosten-Meldedatenermittlung GEZ,5000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.41,Beamtenbezüge,17000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.411,Versorgungsrücklage,500.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.414,Angestelltenvergütungen,120000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.421,Versorgungsrücklage passiv,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.43,"Beiträge zu Versorgungskassen ""Beamte""",8000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.434,"Beiträge zu Versorgungskassen ""Angestellte""",8500.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.444,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",20000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.459,"Beihilfen, Unterstützungen u.ä. Beihilfeversicherung",0.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,1000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.5202,GWG (0  - 410  Netto),500.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.532,"Mieten für Maschinen, Fahrzeuge, Geräte",200.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.6322,EDV-Kosten an Dritte,25000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.636,Dienstleistungen durch Dritte,105000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.65,Bürobedarf,1000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.651,"Bücher, Zeitschriften u.ä.",1400.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.654,Dienstreisen,500.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.662,Vermischte Ausgaben,1000.0,2017
1,Öffentliche Sicherheit und Ordnung,1161,Einwohnerwesen einschließlich Paßamt und,Ausgaben,0.67,Gebührenanteile Führungszeugnisse und Gewerbezentralregisterauskünfte,6000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Einnahmen,0.1146,Entgelt für Feuerwehreinsätze,18000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Einnahmen,0.1552,Versicherungsleistungen in anderen Schadensfällen,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Einnahmen,0.1599,Vermischte Einnahmen,3000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Einnahmen,0.171,Zuweisungen für lfd. Zwecke vom Land,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.409,Aufwendungen für ehrenamtliche Tätigkeit,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.414,Angestelltenvergütungen,16000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.434,"Beiträge zu Versorgungskassen ""Angestellte""",500.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.444,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",1500.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.4592,Medizinische Untersuchungen,2500.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,25000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.5202,GWG (0 - 410  Netto),5000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.55,Haltung von Fahrzeugen,35000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.556,Kfz-Versicherungen,3500.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.5601,Dienst- und Schutzkleidung,15000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.5621,Kostenübernahme Führerscheine und Fortbildungen,10000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.64,Steuern und Versicherungen FFW-Dienstunfallversicherung,6500.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.65,Bürobedarf,1000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.652,Post- und Fernmeldegebühren,3000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.6569,Verdienstausfallentschädigung,13000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.661,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",400.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.662,Vermischte Ausgaben,5000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.679,Innere Verrechnung (HHST 8818.1690) unentgeltliche Objektnutzung,70000.0,2017
1,Öffentliche Sicherheit und Ordnung,1300,FFW Gilching Einnahmen,Ausgaben,0.717,Zuschüsse für lfd. Zwecke an den übrigen Bereich,1900.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Einnahmen,0.1146,Entgelt für Feuerwehreinsätze,1500.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Einnahmen,0.1599,Vermischte Einnahmen,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Einnahmen,0.171,Zuweisungen für lfd. Zwecke vom Land,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.4592,Medizinische Untersuchungen,1500.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,20000.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.5202,GWG (0  - 410  Netto),500.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.55,Haltung von Fahrzeugen,4500.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.556,Kfz-Versicherungen,600.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.5601,Dienst- und Schutzkleidung,16000.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.5621,Kostenübernahme Führerscheine und Fortbildungen,4000.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.64,Steuern und Versicherungen,400.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.65,Bürobedarf,1500.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.652,Post und Fernmeldegebühren,1200.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.6569,Verdienstausfallentschädigung,2000.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.661,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",200.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.662,Vermischte Ausgaben,6000.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.679,Innere Verrechnung (HHST 8813.1690) unentgeltliche Objektnutzung,24400.0,2017
1,Öffentliche Sicherheit und Ordnung,1301,FFW Geisenbrunn,Ausgaben,0.717,Zuschüsse für lfd. Zwecke an den übrigen Bereich,1000.0,2017
1,Öffentliche Sicherheit und Ordnung,1302,Brandschutzbeauftragter,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,1500.0,2017
1,Öffentliche Sicherheit und Ordnung,1400,"Katastrophenschutz, Zivilschutz",Ausgaben,0.54,"Gebäudebewirtschaftungskosten Sirenen, Stromkosten",800.0,2017
1,Öffentliche Sicherheit und Ordnung,1600,Rettungsdienst,Ausgaben,0.55,Haltung von Fahrzeugen,0.0,2017
1,Öffentliche Sicherheit und Ordnung,1600,Rettungsdienst,Ausgaben,0.679,Innere Verrechnung (HHST 8818.1690) unentgeltliche Objektnutzung,10400.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Einnahmen,0.151,Ersätze für allgemeine sächl.Ausgaben,2000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Einnahmen,0.1718,Zuweisungen für lfd. Zwecke: Lernmittelfreiheit,4600.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Einnahmen,0.177,Zuschüsse+Spenden für lfd. Zwecke vom übrigen Bereich,0.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.414,Angestelltenvergütungen,10000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.434,"Beiträge zu Versorgungskassen ""Angestellte""",100.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.444,"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""",3000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.459,"Beihilfen, Unterstützungen u.ä. Beihilfeversicherung",0.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,4000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.5202,GWG (0  - 410  Netto),4000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.532,"Mieten für Maschinen, Fahrzeuge, Geräte Kopierer",3500.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.54,Gebäudebewirtschaftungskosten,2000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.571,Lehr-und Unterrichtsmittel,6500.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.5715,Werk- und Beschäftigungsmaterial,1500.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.577,Staatlich geförderte Lernmittel ohne Mittelschulen und übrige Förderschulen,9000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.579,Sonstiger schulischer Betriebsaufwand,2500.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.631,Gemeinschaftspflege u.ä.,2500.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.6322,EDV-Kosten an Dritte,25000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.64,Steuern und Versicherungen,1500.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.65,Bürobedarf,5000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.651,"Bücher, Zeitschriften u.ä.",1500.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.652,"Post-, Fernmeldegebühren",3000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.654,Dienstreisen,300.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.662,Vermischte Ausgaben,600.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.6722,Erstattungen an Gemeinden und Gemeindeverbände: Gastschulbeiträge,1000.0,2017
2,Schulen,2110,Arnoldus-Grundschule,Ausgaben,0.679,Innere Verrechnung - unentgeltliche Objektnutzung (Hhst. 8820.1690),368200.0,2017
2,Schulen,2111,James Krüss Grundschule,Einnahmen,0.151,Ersätze f.allgemeine sächliche Ausgaben,1400.0,2017
2,Schulen,2111,James Krüss Grundschule,Einnahmen,0.1718,Zuweisungen für lfd. Zwecke: Lernmittelfreiheit,3400.0,2017
2,Schulen,2111,James Krüss Grundschule,Einnahmen,0.177,Zuschüsse+Spenden für lfd. Zwecke vom übrigen Bereich,0.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.52,Verwaltungs- u. Zweckausstattung,600.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.5202,GWG (0  - 410  Netto),2000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.532,"Mieten für Maschinen, Fahrzeuge, Geräte Kopierer",2500.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.54,Gebäudebewirtschaftungskosten,3000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.55,Unterhalt der Fahrzeuge,500.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.571,Lehr- und Unterrichtsmittel,5000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.5715,Werk- und Beschäftigungsmaterial,2000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.577,Staatlich geförderte Lernmittel ohne Mittelschulen und übrige Förderschulen,8000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.579,Sonstiger schulischer Betriebsaufwand,1000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.631,Gemeinschaftspflege u.ä.,2500.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.6322,EDV-Kosten an Dritte,6000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.64,Steuern und Versicherungen,1000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.65,Bürobedarf,5000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.651,"Bücher, Zeitschriften u.ä.",1100.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.652,Post- und Fernmeldegebühren,3000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.654,Dienstreisen,300.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.662,Vermischte Ausgaben,300.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.6722,Erstattungen an Gemeinden und Gemeindeverbände: Gastschulbeiträge,1000.0,2017
2,Schulen,2111,James Krüss Grundschule,Ausgaben,0.679,Innere Verrechnung (HHST 8821.1690) unentgeltliche Objekt Nutzung,228100.0,2017
2,Schulen,2112,Grundschulen,Ausgaben,0.579,Sonstiger schulischer Betriebsaufwand -Ganztagsbetreuung GS Herrsching-,0.0,2017
2,Schulen,2130,Mittelschulen,Einnahmen,0.151,"Ersätze für allgemeine sächl.Ausgaben Schulküche, Kopierersatz",1200.0,2017
2,Schulen,2130,Mittelschulen,Einnahmen,0.1622,Erstattungen durch Gemeinden und Gemeindeverbände: Gastschulbeiträge,75000.0,2017
