jahr,bereich,bereichbezeichnung,produkt,produkt_bezeichnung,fibu_konto,konto_bezeichnung,art,ansatz,haushalt
2017,3,Schulträgeraufgaben,324201,Offene Ganztagsschule,531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,524114,"Wärme, Heizung",Ausgaben,5200,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",524114,"Wärme, Heizung",Ausgaben,1000,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,524114,"Wärme, Heizung",Ausgaben,24300,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,524114,"Wärme, Heizung",Ausgaben,12900,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,524114,"Wärme, Heizung",Ausgaben,13700,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,542200,Mieten und Pachten,Ausgaben,14000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",524112,Stromkosten/Beleuchtung,Ausgaben,6100,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,98000,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,533811,Leistungen für Bildung und Teilhabe,Ausgaben,5000,Plan
2017,1,Innere Verwaltung,111104,Presse- und Öffentlichkeitsarbeit,543320,"Öffentl.Bekanntmachungen, Amtsblatt, sonst.Bekannt",Ausgaben,1500,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,32600,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,524110,Grundsteuer/Hausgebühren,Ausgaben,3000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",524110,Grundsteuer/Hausgebühren,Ausgaben,60,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",524115,Schmutz- und Oberflächenwasserbeseitigung,Ausgaben,310100,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",524110,Grundsteuer/Hausgebühren,Ausgaben,100,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",524115,Schmutz- und Oberflächenwasserbeseitigung,Ausgaben,5600,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,524110,Grundsteuer/Hausgebühren,Ausgaben,2800,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,524115,Schmutz- und Oberflächenwasserbeseitigung,Ausgaben,11000,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,524110,Grundsteuer/Hausgebühren,Ausgaben,3650,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,524115,Schmutz- und Oberflächenwasserbeseitigung,Ausgaben,5150,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,537900,Allgemeine Umlagen an Zweckverbände,Ausgaben,579356,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,900,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,18000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,100,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,3200,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,543110,Bürobedarf,Ausgaben,8000,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,527123,Lehr-u.Unterrichtsmittel (incl.Ton-u.Bildmaterial),Ausgaben,4500,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,533810,Sonstige Leistungen (§ 6) - Geldleistung,Ausgaben,8000,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,44900,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,448700,Erstattungen von privaten Unternehmen,Einnahmen,3600,Plan
2017,16,Allgemeine Finanzwirtschaft,1661101,"Steuern, allgemeine Finanzzuweisungen und allgemeine Umlagen",413101,Allgemeine Zuweisungen vom Land (investiv),Einnahmen,200000,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,413101,Allgemeine Zuweisungen vom Land (investiv),Einnahmen,40000,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,533808,Arbeitsgelegenheiten (§ 5 AsylblG),Ausgaben,5000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,503201,Umlagen zur gesetzlichen Unfallversicherung,Ausgaben,7500,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,14050,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,500,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,524112,Stromkosten/Beleuchtung,Ausgaben,2575,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",524112,Stromkosten/Beleuchtung,Ausgaben,66000,Plan
2017,15,Wirtschaft und Tourismus,1557302,Marktwesen,524112,Stromkosten/Beleuchtung,Ausgaben,1200,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",524112,Stromkosten/Beleuchtung,Ausgaben,3000,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,16000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,528190,"Geräte pp.(<60,- €), Vorräte,Verbrauchsmaterial",Ausgaben,30000,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,4500,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,543140,Produkte und Leistungen (TUIV) einschl.Lizenzgeb.,Ausgaben,,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",544130,Beiträge zu Wirtschafts- und Berufsverbänden pp.,Ausgaben,5300,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,543130,"Post- u. Telekommunikations-,Fernseh-,Rundfunkgeb.",Ausgaben,750,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",543130,"Post- u. Telekommunikations-,Fernseh-,Rundfunkgeb.",Ausgaben,1300,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,442100,Erträge aus Verkauf,Einnahmen,359813,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,533807,Leistungen bei Krankheit pp. -in Einrichtungen-,Ausgaben,90000,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,458320,Ertr. a.d. Aufl. o. Herabs. v. Wertber. a. Forder.,Einnahmen,,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,4500,Plan
2017,16,Allgemeine Finanzwirtschaft,1661201,Sonstige allgemeine Finanzwirtschaft,461700,Zinserträge Kreditinstitute,Einnahmen,500,Plan
2017,3,Schulträgeraufgaben,324101,Schülerbeförderung,527121,Schülerbeförderungskosten,Ausgaben,92700,Plan
2017,16,Allgemeine Finanzwirtschaft,1661201,Sonstige allgemeine Finanzwirtschaft,551710,Zinsaufw. an private Unternehmen - Kassenkredite,Ausgaben,10000,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,14500,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,501100,Beamte,Ausgaben,4080,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,501200,Tariflich Beschäftigte,Ausgaben,73530,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,501200,Tariflich Beschäftigte,Ausgaben,111460,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,501200,Tariflich Beschäftigte,Ausgaben,31330,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,501200,Tariflich Beschäftigte,Ausgaben,63225,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",501200,Tariflich Beschäftigte,Ausgaben,310410,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,501200,Tariflich Beschäftigte,Ausgaben,323235,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,501200,Tariflich Beschäftigte,Ausgaben,18155,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,501200,Tariflich Beschäftigte,Ausgaben,4390,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,501200,Tariflich Beschäftigte,Ausgaben,5485,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,501200,Tariflich Beschäftigte,Ausgaben,7520,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,501200,Tariflich Beschäftigte,Ausgaben,34790,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,502200,ZVK Tariflich Beschäftigte,Ausgaben,9280,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,502200,ZVK Tariflich Beschäftigte,Ausgaben,5930,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,502200,ZVK Tariflich Beschäftigte,Ausgaben,2510,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,502200,ZVK Tariflich Beschäftigte,Ausgaben,4915,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",502200,ZVK Tariflich Beschäftigte,Ausgaben,24655,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,502200,ZVK Tariflich Beschäftigte,Ausgaben,26010,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,502200,ZVK Tariflich Beschäftigte,Ausgaben,980,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,502200,ZVK Tariflich Beschäftigte,Ausgaben,355,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,502200,ZVK Tariflich Beschäftigte,Ausgaben,445,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,502200,ZVK Tariflich Beschäftigte,Ausgaben,640,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,502200,ZVK Tariflich Beschäftigte,Ausgaben,2590,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,23500,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,14735,Plan
2017,2,Sicherheit und Ordnung,212801,Katastrophenschutz,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,6180,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,12900,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,62560,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,63960,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,3505,Plan
2017,4,Kultur und Wissenschaft,425201,Veranstaltungen und Kulturförderung,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,840,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,1055,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,1530,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,6720,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",501200,Tariflich Beschäftigte,Ausgaben,33940,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,501200,Tariflich Beschäftigte,Ausgaben,86745,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,501200,Tariflich Beschäftigte,Ausgaben,56800,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",501200,Tariflich Beschäftigte,Ausgaben,24390,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),501200,Tariflich Beschäftigte,Ausgaben,3765,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,501200,Tariflich Beschäftigte,Ausgaben,230315,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,501200,Tariflich Beschäftigte,Ausgaben,93025,Plan
2017,2,Sicherheit und Ordnung,212202,Einwohnerangelegenheiten,501200,Tariflich Beschäftigte,Ausgaben,44595,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,501200,Tariflich Beschäftigte,Ausgaben,44595,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,501200,Tariflich Beschäftigte,Ausgaben,5730,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,501200,Tariflich Beschäftigte,Ausgaben,37615,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",502200,ZVK Tariflich Beschäftigte,Ausgaben,2655,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,502200,ZVK Tariflich Beschäftigte,Ausgaben,6305,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,502200,ZVK Tariflich Beschäftigte,Ausgaben,4560,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",502200,ZVK Tariflich Beschäftigte,Ausgaben,1930,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),502200,ZVK Tariflich Beschäftigte,Ausgaben,295,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,502200,ZVK Tariflich Beschäftigte,Ausgaben,18635,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,502200,ZVK Tariflich Beschäftigte,Ausgaben,7445,Plan
2017,2,Sicherheit und Ordnung,212202,Einwohnerangelegenheiten,502200,ZVK Tariflich Beschäftigte,Ausgaben,3590,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,502200,ZVK Tariflich Beschäftigte,Ausgaben,3590,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,502200,ZVK Tariflich Beschäftigte,Ausgaben,445,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,502200,ZVK Tariflich Beschäftigte,Ausgaben,3130,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,6835,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,18085,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,11470,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,4965,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,770,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,45290,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,19070,Plan
2017,2,Sicherheit und Ordnung,212202,Einwohnerangelegenheiten,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,9030,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,9035,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,1165,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,503200,Sozialversicherung Tariflich Beschäftigte,Ausgaben,7475,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,524115,Schmutz- und Oberflächenwasserbeseitigung,Ausgaben,590,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,12130,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,525100,Haltung v. Fahrzeugen (Betriebs-und Schmierstoffe),Ausgaben,5000,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",524120,Unterhaltung der Grundstücke u. bauliche Anlagen,Ausgaben,1000,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,12500,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,11000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,3000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,228000,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,432111,Benutzungsgebühren Bestattung,Einnahmen,23266,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,432110,Benutzungsgebühren Grabnutzungsrechte,Einnahmen,103016,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,543110,Bürobedarf,Ausgaben,3500,Plan
2017,1,Innere Verwaltung,111110,"Gebäude- und Grundstücksmanagement,Bereitstellung und Verwaltung der Grundstücke",524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,14120,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,543110,Bürobedarf,Ausgaben,100,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,543110,Bürobedarf,Ausgaben,500,Plan
2017,1,Innere Verwaltung,111101,"Verwaltungsführung,Rat und Ausschüsse,Fraktionen",543110,Bürobedarf,Ausgaben,300,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,448800,Erstattungen von übrigen Bereichen,Einnahmen,,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,448200,Erstattungen von Gemeinden (GV),Einnahmen,550,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,50600,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,431100,Verwaltungsgebühren,Einnahmen,1500,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,579100,außerplanmäßige Abschreibungen,Ausgaben,,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,458320,Ertr. a.d. Aufl. o. Herabs. v. Wertber. a. Forder.,Einnahmen,,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,543280,"Feiern, Ehrungen, Kranzspenden, Nachrufe",Ausgaben,1200,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,543130,"Post- u. Telekommunikations-,Fernseh-,Rundfunkgeb.",Ausgaben,200,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,7000,Plan
2017,13,Natur- und Landschaftspflege,1355101,"Öffentliche Parkanlagen, Grünflächen",524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,35000,Plan
2017,6,"Kinder-, Jugend- und Familienhilfe",636601,"Kinderspielplätze, Skateranlagen",524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,5000,Plan
2017,15,Wirtschaft und Tourismus,1557101,Wirtschaftsförderung,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,20500,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,525500,Unterhaltung des sonstigen bewegl. Vermögens,Ausgaben,9000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",541260,"Aufw. f. Dienst- u. Schutzkleid., pers. Ausr.gegen",Ausgaben,6500,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,543150,Sachverständigen- und Gerichtskosten,Ausgaben,500,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,4500,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",531700,Aufwend. f. Zuschüsse an private Unternehmen,Ausgaben,5500,Plan
2017,1,Innere Verwaltung,111111,Technisches Immobilienmanagement,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,3000,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,2500,Plan
2017,2,Sicherheit und Ordnung,212201,Öffentliche Sicherheit und Ordnung,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,900,Plan
2017,3,Schulträgeraufgaben,321101,Grundschulen,524112,Stromkosten/Beleuchtung,Ausgaben,45000,Plan
2017,11,Ver- und Entsorgung,1153201,Gasversorgung,451100,Konzessionsabgaben,Einnahmen,16000,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,100000,Plan
2017,2,Sicherheit und Ordnung,212102,Wahlen,528190,"Geräte pp.(<60,-€), Vorräte,Verbrauchsmaterial",Ausgaben,,Plan
2017,8,Sportförderung,842401,Bereitstellung und Betrieb von Sportanlagen,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,27950,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,10500,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,524200,Unterhaltung/Bewirtsch. des Infrastrukturvermögens,Ausgaben,20125,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",542200,Mieten und Pachten,Ausgaben,250,Plan
2017,11,Ver- und Entsorgung,1153701,Beseitigung und Verwertung von Abfällen,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,2500,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",525100,Haltung v. Fahrzeugen (Betriebs-und Schmierstoffe),Ausgaben,12000,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,12000,Plan
2017,2,Sicherheit und Ordnung,212202,Einwohnerangelegenheiten,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,500,Plan
2017,1,Innere Verwaltung,111102,Zentrale Dienste,543120,"Bücher, Zeitschriften (incl. CD/DVD)",Ausgaben,2000,Plan
2017,13,Natur- und Landschaftspflege,1355201,Gewässergestaltung und -unterhaltung,537900,Allgemeine Umlagen an Zweckverbände,Ausgaben,118000,Plan
2017,1,Innere Verwaltung,111108,Finanzmanagement und Rechnungswesen,541230,Aufwendungen für übernommene Reisekosten,Ausgaben,1000,Plan
2017,1,Innere Verwaltung,111109,"Baubetriebshof, Fuhrpark",524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,2300,Plan
2017,13,Natur- und Landschaftspflege,1355301,Friedhöfe und Friedhofskapellen,524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,2250,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254501,Straßenreinigung und Winterdienst,543130,"Post- u. Telekommunikations-,Fernseh-,Rundfunkgeb.",Ausgaben,500,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,533809,Sonstige Leistungen (§ 6) - Sachleistung,Ausgaben,5000,Plan
2017,1,Innere Verwaltung,111103,Personalmanagement,543320,"Öffentl.Bekanntmachungen, Amtsblatt, sonst.Bekannt",Ausgaben,2000,Plan
2017,5,Soziale Leistungen,531301,Leistungen für Asylbewerber,448100,Erstattungen vom Land,Einnahmen,,Plan
2017,13,Natur- und Landschaftspflege,1355502,Gemeindewald,525100,Haltung v. Fahrzeugen (Betriebs-und Schmierstoffe),Ausgaben,2000,Plan
2017,5,Soziale Leistungen,531501,Soziale Einrichtungen für Asylbewerber/Wohnungslose,529100,Aufwendungen für sonstige Dienstleistungen,Ausgaben,49000,Plan
2017,2,Sicherheit und Ordnung,212601,Brandschutz,523070,Erstattungen an private Unternehmen,Ausgaben,2000,Plan
2017,15,Wirtschaft und Tourismus,1557501,"Tourist. Öffentlichkeitsarb., Tourismusförderung, Tourist. Einrichtungen",524113,"Reinigung (Fremdreinigung), Reinigungsmittel",Ausgaben,2100,Plan
2017,4,Kultur und Wissenschaft,427101,Volkshochschulen,528195,"Geringwertige Vermögensgegenstände (AHK>60,-€<410,-€)",Ausgaben,2500,Plan
2017,2,Sicherheit und Ordnung,212203,Personenstandswesen,543110,Bürobedarf,Ausgaben,250,Plan
2017,1,Innere Verwaltung,111105,Technikunterstützte Informationsverarbeitung (TUIV),542200,Mieten und Pachten,Ausgaben,3200,Plan
2017,12,Verkehrsflächen und -anlagen ÖPNV,1254101,"Gemeindestraßen, -wege, -plätze, -brücken",432100,Benutzungsgebühren,Einnahmen,1500,Plan
