ID ,Haushaltsjahr ,Haushaltsart ,Einzelplan ,Bezeichnung EP ,Gliederung ,Bezeichnung Gliederung ,Bezeichnung HSt ,Einnahme/Ausgabe ,Betrag ,Plan/Ergebnis
603 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Allgemeiner Bürobedarf ,Ausgabe ,2800 ,Plan
604 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Bücher und Zeitschriften ,Ausgabe ,4600 ,Plan
605 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Postgebühren ,Ausgabe ,2500 ,Plan
606 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Reise- und Fahrtkosten ,Ausgabe ,2400 ,Plan
607 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Sachverständigenkosten  Gerichtskosten u.Ä. ,Ausgabe ,15000 ,Plan
608 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Projektkosten (Neufokussierung des Finanzwesens) ,Ausgabe ,30000 ,Plan
609 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Sonstige Geschäftsausgaben ,Ausgabe ,1800 ,Plan
610 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Sonstige Geschäftsausgaben (Nachlassverwaltungen) ,Ausgabe ,1000 ,Plan
611 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Erstattungen an Gemeinden und Gemeindeverbände ,Ausgabe ,14500 ,Plan
612 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Innere Verrechnung Bücher und Zeitschriften ,Ausgabe ,800 ,Plan
613 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen) ,Ausgabe ,153200 ,Plan
614 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme) ,Ausgabe ,29200 ,Plan
615 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management) ,Ausgabe ,4700 ,Plan
616 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb) ,Ausgabe ,10000 ,Plan
617 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,300 ,Stadtkämmerei ,Innere Verrechnung ITK-Leistungen (Miete Kopierer/Multifunktionsgeräte) ,Ausgabe ,4400 ,Plan
618 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verwaltungskosten (KG VwKostG) Mahngebühren öffentl.-rechtl. ,Einnahme ,100000 ,Plan
619 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verwaltungskosten (KG VwKostG) Vollstreckungsankündigungs öffentl.-rechtl. ,Einnahme ,120000 ,Plan
620 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verwaltungskosten (KG VwKostG) Leistungsbescheid öffentl.-rechtl. ,Einnahme ,18700 ,Plan
621 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verwaltungskosten (KG VwKostG) Mahnauslagen privatrechtl. ,Einnahme ,1000 ,Plan
622 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Ersätze für Sachverständigen- und Gerichtskosten privatrechtl. ,Einnahme ,1700 ,Plan
623 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Erstattungen durch kommunale Sonderrechnungen (GWF) ,Einnahme ,110100 ,Plan
624 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Erstattungen durch kommunale Sonderrechnungen (SAh) ,Einnahme ,37500 ,Plan
625 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Erstattungen von Eigenbetrieben (StEF) ,Einnahme ,76800 ,Plan
626 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Erstattungen durch private Unternehmen (Jüd. Museum) ,Einnahme ,500 ,Plan
627 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung Verwaltungskostenbeiträge ,Einnahme ,251500 ,Plan
628 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Säumniszuschläge (öff.-rechtl. NF) ,Einnahme ,240000 ,Plan
629 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Stundungszinsen ,Einnahme ,30000 ,Plan
630 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verzugszinsen (priv.-rechtl. NF) ,Einnahme ,19250 ,Plan
631 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verspätungszuschläge ,Einnahme ,5000 ,Plan
632 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verzinsung von Steuernachforderungen ,Einnahme ,500000 ,Plan
633 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Beamtenbezüge ,Ausgabe ,128700 ,Plan
634 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,"Zuführungen zur Versorgungsrücklage ""Beamte""" ,Ausgabe ,700 ,Plan
635 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Entgelte für tariflich Beschäftigte ,Ausgabe ,831900 ,Plan
636 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,"Versorgungsbezüge ""Beamte""" ,Ausgabe ,68200 ,Plan
637 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,"Zuführungen zur Versorgungs- rücklage ""Ruhegehaltsempf.""" ,Ausgabe ,1900 ,Plan
638 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte""" ,Ausgabe ,64500 ,Plan
639 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte""" ,Ausgabe ,162600 ,Plan
640 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,4300 ,Plan
641 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Personalnebenausgaben Sachzuwendungen/ Leistungsanreize ,Ausgabe ,125 ,Plan
642 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verwaltungs- und Zweckausstattung ,Ausgabe ,10000 ,Plan
643 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Sonstige Gebrauchsgegenstände ,Ausgabe ,300 ,Plan
644 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Haltung von Fahrzeugen ,Ausgabe ,1000 ,Plan
645 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Betriebs- und Schmierstoffe (Kfz) ,Ausgabe ,700 ,Plan
646 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Kfz-Steuer ,Ausgabe ,100 ,Plan
647 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Kfz-Versicherungen ,Ausgabe ,300 ,Plan
648 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Fortbildung und Umschulung ,Ausgabe ,2000 ,Plan
649 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Sonstige Dienstleistungen durch Dritte ,Ausgabe ,500 ,Plan
650 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte) ,Ausgabe ,2300 ,Plan
651 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Allgemeiner Bürobedarf ,Ausgabe ,5700 ,Plan
652 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Bücher und Zeitschriften ,Ausgabe ,3000 ,Plan
653 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Postgebühren ,Ausgabe ,22600 ,Plan
654 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Reise- und Fahrtkosten ,Ausgabe ,2500 ,Plan
655 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Gerichts-  Anwaltskosten u. Ä. ,Ausgabe ,12000 ,Plan
656 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Bankgebühren u. Ä. ,Ausgabe ,62300 ,Plan
657 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Sonstige Geschäftsausgaben ,Ausgabe ,1300 ,Plan
658 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Mitgliedsbeiträge an Verbände  Vereine und dgl. ,Ausgabe ,100 ,Plan
659 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Beitrag an den Bayerischen Kommunalen Prüfungsverband ,Ausgabe ,36700 ,Plan
660 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Vermischte Ausgaben ,Ausgabe ,200 ,Plan
661 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung innerstädt. Leistungen ,Ausgabe ,200 ,Plan
662 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen) ,Ausgabe ,300 ,Plan
663 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme) ,Ausgabe ,29600 ,Plan
664 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management) ,Ausgabe ,6600 ,Plan
665 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb) ,Ausgabe ,9700 ,Plan
666 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung ITK-Leistungen (Miete Kopierer/Multifunktionsgeräte) ,Ausgabe ,3100 ,Plan
667 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Innere Verrechnung ITK-Leistungen KommunalBIT (sonstige Geräte) ,Ausgabe ,1100 ,Plan
668 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,330 ,Stadtkasse ,Verzinsung von Steuer- erstattungen ,Ausgabe ,400000 ,Plan
669 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Verwaltungsgebühren ,Einnahme ,100 ,Plan
670 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Verwaltungsgebühren Hundesteuerersatzmarken ,Einnahme ,500 ,Plan
671 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Erstattungen von Eigenbetrieben (StEF) ,Einnahme ,5500 ,Plan
672 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Innere Verrechnung Verwaltungskostenbeiträge ,Einnahme ,7700 ,Plan
673 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Beamtenbezüge ,Ausgabe ,191800 ,Plan
674 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,"Zuführungen zur Versorgungsrücklage ""Beamte""" ,Ausgabe ,1100 ,Plan
675 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Entgelte für tariflich Beschäftigte ,Ausgabe ,126000 ,Plan
676 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,"Versorgungsbezüge ""Beamte""" ,Ausgabe ,101700 ,Plan
677 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,"Zuführungen zur Versorgungs- rücklage ""Ruhegehaltsempf.""" ,Ausgabe ,2900 ,Plan
678 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte""" ,Ausgabe ,9800 ,Plan
679 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte""" ,Ausgabe ,24900 ,Plan
680 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,500 ,Plan
681 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Verwaltungs- und Zweckausstattung ,Ausgabe ,300 ,Plan
682 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Sonstige Gebrauchsgegenstände ,Ausgabe ,100 ,Plan
683 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Fortbildung und Umschulung ,Ausgabe ,1500 ,Plan
684 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte) ,Ausgabe ,1100 ,Plan
685 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Allgemeiner Bürobedarf ,Ausgabe ,1000 ,Plan
686 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Bücher und Zeitschriften ,Ausgabe ,1500 ,Plan
687 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Postgebühren ,Ausgabe ,10000 ,Plan
688 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Reise- und Fahrtkosten ,Ausgabe ,500 ,Plan
689 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Sonstige Geschäftsausgaben ,Ausgabe ,400 ,Plan
690 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Innere Verrechnung Bücher und Zeitschriften ,Ausgabe ,200 ,Plan
691 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme) ,Ausgabe ,7900 ,Plan
692 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management) ,Ausgabe ,1700 ,Plan
693 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb) ,Ausgabe ,2500 ,Plan
694 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,340 ,Steuerabteilung ,Innere Verrechnung ITK-Leistungen (Miete Kopierer/Multifunktionsgeräte) ,Ausgabe ,700 ,Plan
695 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Beamtenbezüge ,Ausgabe ,202300 ,Plan
696 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,"Zuführungen zur Versorgungsrücklage ""Beamte""" ,Ausgabe ,1200 ,Plan
697 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Entgelte für tariflich Beschäftigte ,Ausgabe ,81400 ,Plan
698 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,"Versorgungsbezüge ""Beamte""" ,Ausgabe ,107200 ,Plan
699 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,"Zuführungen zur Versorgungs- rücklage ""Ruhegehaltsempf.""" ,Ausgabe ,3000 ,Plan
700 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte""" ,Ausgabe ,6300 ,Plan
701 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte""" ,Ausgabe ,16400 ,Plan
702 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,500 ,Plan
703 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Personalnebenausgaben Sachzuwendungen/ Leistungsanreize ,Ausgabe ,65 ,Plan
704 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Verwaltungs- und Zweckausstattung ,Ausgabe ,200 ,Plan
705 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Sonstige Gebrauchsgegenstände ,Ausgabe ,400 ,Plan
706 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Fortbildung und Umschulung ,Ausgabe ,3500 ,Plan
707 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte) ,Ausgabe ,1000 ,Plan
708 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Allgemeiner Bürobedarf ,Ausgabe ,2000 ,Plan
709 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Bücher und Zeitschriften ,Ausgabe ,700 ,Plan
710 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Postgebühren ,Ausgabe ,1000 ,Plan
711 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Innere Verrechnung Gebäudebewirtschaftungskosten ,Ausgabe ,2500 ,Plan
712 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme) ,Ausgabe ,10700 ,Plan
713 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management) ,Ausgabe ,2800 ,Plan
714 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb) ,Ausgabe ,3400 ,Plan
715 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,350 ,Liegenschaftsamt ,Innere Verrechnung ITK-Leistungen (Miete Kopierer/Multifunktionsgeräte) ,Ausgabe ,1900 ,Plan
716 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Verwaltungsgebühren ,Einnahme ,250000 ,Plan
717 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Verkauf von Familienstamm- büchern ,Einnahme ,6400 ,Plan
718 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Vermischte Einnahmen ,Einnahme ,2600 ,Plan
719 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Zuweisungen für lfd. Zwecke vom Land (Personalkosten) ,Einnahme ,3200 ,Plan
720 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Beamtenbezüge ,Ausgabe ,217500 ,Plan
721 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,"Zuführungen zur Versorgungsrücklage ""Beamte""" ,Ausgabe ,1200 ,Plan
722 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Entgelte für tariflich Beschäftigte ,Ausgabe ,277900 ,Plan
723 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,"Versorgungsbezüge ""Beamte""" ,Ausgabe ,115300 ,Plan
724 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,"Zuführungen zur Versorgungs- rücklage ""Ruhegehaltsempf.""" ,Ausgabe ,3300 ,Plan
725 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte""" ,Ausgabe ,21500 ,Plan
726 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte""" ,Ausgabe ,55500 ,Plan
727 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,1400 ,Plan
728 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Personalnebenausgaben Sachzuwendungen/ Leistungsanreize ,Ausgabe ,55 ,Plan
729 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Verwaltungs- und Zweckausstattung ,Ausgabe ,500 ,Plan
730 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Sonstige Gebrauchsgegenstände ,Ausgabe ,500 ,Plan
731 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Mieten für Maschinen  Fahrzeuge  Geräte (Karten-Terminal) ,Ausgabe ,1200 ,Plan
732 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Fortbildung und Umschulung ,Ausgabe ,1200 ,Plan
733 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Feiern  Ehrungen ,Ausgabe ,1600 ,Plan
734 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,EDV-Kosten ,Ausgabe ,14400 ,Plan
735 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte) ,Ausgabe ,2400 ,Plan
736 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Allgemeiner Bürobedarf ,Ausgabe ,11300 ,Plan
737 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Bücher und Zeitschriften ,Ausgabe ,1300 ,Plan
738 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Postgebühren ,Ausgabe ,4500 ,Plan
739 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Reise- und Fahrtkosten ,Ausgabe ,400 ,Plan
740 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Mitgliedsbeiträge an Verbände  Vereine und dgl. ,Ausgabe ,100 ,Plan
741 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen) ,Ausgabe ,19300 ,Plan
742 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme) ,Ausgabe ,11800 ,Plan
743 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management) ,Ausgabe ,2400 ,Plan
744 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb) ,Ausgabe ,4100 ,Plan
745 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,500 ,Standesamt ,Innere Verrechnung ITK-Leistungen (Miete Kopierer/Multifunktionsgeräte) ,Ausgabe ,2500 ,Plan
746 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Erstattungen durch kommunale Sonderrechnungen (GWF) ,Einnahme ,29700 ,Plan
747 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Erstattungen durch kommunale Sonderrechnungen (SAh) ,Einnahme ,10100 ,Plan
748 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Erstattungen von Eigenbetrieben (StEF) ,Einnahme ,20800 ,Plan
749 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Innere Verrechnung Verwaltungskostenbeiträge ,Einnahme ,67900 ,Plan
750 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Entgelte für tariflich Beschäftigte ,Ausgabe ,89600 ,Plan
751 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,"Beiträge zu Versorgungskassen ""Tariflich Beschäftigte""" ,Ausgabe ,6900 ,Plan
752 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,"Beiträge zur gesetzlichen Sozialversicherung ""Tariflich Beschäftigte""" ,Ausgabe ,18000 ,Plan
753 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Personalnebenausgaben (Entschädigung) ,Ausgabe ,1000 ,Plan
754 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Personalnebenausgaben ZVK-Pauschalsteuer ,Ausgabe ,500 ,Plan
755 ,2019 ,Verwaltung ,0 ,Allgemeine Verwaltung ,510 ,Statistisches Amt ,Personalnebenausgaben Sachzuwendungen/ Leistungsanreize ,Ausgabe ,50 ,Plan
