ID,Produktbereich 1,Produkt 1,Bezeichnung 1,Jahr,Betrag,Richtung,HH-Art
492,Kultur und Wissenschaft,Förderung von Museen und Sammlungen,Zuwendungen und allgemeine Umlagen,2018,400780,Ertrag,Plan
493,Kultur und Wissenschaft,Förderung von Museen und Sammlungen,Privatrechtliche Leistungsentgelte,2018,20200,Ertrag,Plan
494,Kultur und Wissenschaft,Förderung von Museen und Sammlungen,Bilanzielle Abschreibungen,2018,720260,Aufwand,Plan
495,Kultur und Wissenschaft,Förderung von Museen und Sammlungen,Transferaufwendungen,2018,16830324,Aufwand,Plan
496,Kultur und Wissenschaft,Förderung von Museen und Sammlungen,Sonstige ordentliche Aufwendungen,2018,287719,Aufwand,Plan
497,Kultur und Wissenschaft,BgA SchifffahrtMuseum,Zuwendungen und allgemeine Umlagen,2018,22470,Ertrag,Plan
498,Kultur und Wissenschaft,BgA SchifffahrtMuseum,Privatrechtliche Leistungsentgelte,2018,63000,Ertrag,Plan
499,Kultur und Wissenschaft,BgA SchifffahrtMuseum,Personalaufwendungen,2018,101373,Aufwand,Plan
500,Kultur und Wissenschaft,BgA SchifffahrtMuseum,Aufwendungen für Sach- und Dienstleistungen,2018,187481,Aufwand,Plan
501,Kultur und Wissenschaft,BgA SchifffahrtMuseum,Bilanzielle Abschreibungen,2018,52180,Aufwand,Plan
502,Kultur und Wissenschaft,BgA SchifffahrtMuseum,Sonstige ordentliche Aufwendungen,2018,3068,Aufwand,Plan
503,Kultur und Wissenschaft,BgA Aquazoo - Löbbecke Museum,Zuwendungen und allgemeine Umlagen,2018,4850,Ertrag,Plan
504,Kultur und Wissenschaft,BgA Aquazoo - Löbbecke Museum,Privatrechtliche Leistungsentgelte,2018,2247000,Ertrag,Plan
505,Kultur und Wissenschaft,BgA Aquazoo - Löbbecke Museum,Personalaufwendungen,2018,2425500,Aufwand,Plan
506,Kultur und Wissenschaft,BgA Aquazoo - Löbbecke Museum,Versorgungsaufwendungen,2018,49300,Aufwand,Plan
507,Kultur und Wissenschaft,BgA Aquazoo - Löbbecke Museum,Aufwendungen für Sach- und Dienstleistungen,2018,719627,Aufwand,Plan
508,Kultur und Wissenschaft,BgA Aquazoo - Löbbecke Museum,Bilanzielle Abschreibungen,2018,545950,Aufwand,Plan
509,Kultur und Wissenschaft,BgA Aquazoo - Löbbecke Museum,Sonstige ordentliche Aufwendungen,2018,202394,Aufwand,Plan
510,Kultur und Wissenschaft,Förderung von Theater und Oper,Zuwendungen und allgemeine Umlagen,2018,858560,Ertrag,Plan
511,Kultur und Wissenschaft,Förderung von Theater und Oper,Aufwendungen für Sach- und Dienstleistungen,2018,7533700,Aufwand,Plan
512,Kultur und Wissenschaft,Förderung von Theater und Oper,Bilanzielle Abschreibungen,2018,2435530,Aufwand,Plan
513,Kultur und Wissenschaft,Förderung von Theater und Oper,Transferaufwendungen,2018,47757318,Aufwand,Plan
514,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Zuwendungen und allgemeine Umlagen,2018,730240,Ertrag,Plan
515,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Privatrechtliche Leistungsentgelte,2018,10151900,Ertrag,Plan
516,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Personalaufwendungen,2018,12173000,Aufwand,Plan
517,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Versorgungsaufwendungen,2018,11400,Aufwand,Plan
518,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Aufwendungen für Sach- und Dienstleistungen,2018,3148973,Aufwand,Plan
519,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Bilanzielle Abschreibungen,2018,968000,Aufwand,Plan
520,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Transferaufwendungen,2018,120000,Aufwand,Plan
521,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Sonstige ordentliche Aufwendungen,2018,1277245,Aufwand,Plan
522,Kultur und Wissenschaft,BgA Tonhalle und Orchester,Aufwendungen aus internen Leistungsbeziehungen,2018,595570,Aufwand,Plan
523,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Zuwendungen und allgemeine Umlagen,2018,153904,Ertrag,Plan
524,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Öffentlich-rechtliche Leistungsentgelte,2018,2769000,Ertrag,Plan
525,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Privatrechtliche Leistungsentgelte,2018,8700,Ertrag,Plan
526,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Personalaufwendungen,2018,7339903,Aufwand,Plan
527,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Versorgungsaufwendungen,2018,21100,Aufwand,Plan
528,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Aufwendungen für Sach- und Dienstleistungen,2018,149766,Aufwand,Plan
529,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Bilanzielle Abschreibungen,2018,123031,Aufwand,Plan
530,Kultur und Wissenschaft,Clara-Schumann-Musikschule,Sonstige ordentliche Aufwendungen,2018,129313,Aufwand,Plan
531,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Zuwendungen und allgemeine Umlagen,2018,1165586,Ertrag,Plan
532,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Privatrechtliche Leistungsentgelte,2018,4186080,Ertrag,Plan
533,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Kostenerstattungen und Kostenumlagen,2018,801500,Ertrag,Plan
534,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Personalaufwendungen,2018,2845736,Aufwand,Plan
535,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Versorgungsaufwendungen,2018,255800,Aufwand,Plan
536,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Aufwendungen für Sach- und Dienstleistungen,2018,3214893,Aufwand,Plan
537,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Bilanzielle Abschreibungen,2018,125017,Aufwand,Plan
538,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Transferaufwendungen,2018,11000,Aufwand,Plan
539,Kultur und Wissenschaft,Veranstaltungen der Volkshochschule,Sonstige ordentliche Aufwendungen,2018,452743,Aufwand,Plan
540,Kultur und Wissenschaft,Stadtbüchereien,Privatrechtliche Leistungsentgelte,2018,1004396,Ertrag,Plan
541,Kultur und Wissenschaft,Stadtbüchereien,Personalaufwendungen,2018,7985575,Aufwand,Plan
542,Kultur und Wissenschaft,Stadtbüchereien,Versorgungsaufwendungen,2018,188400,Aufwand,Plan
543,Kultur und Wissenschaft,Stadtbüchereien,Aufwendungen für Sach- und Dienstleistungen,2018,345613,Aufwand,Plan
544,Kultur und Wissenschaft,Stadtbüchereien,Bilanzielle Abschreibungen,2018,1070261,Aufwand,Plan
545,Kultur und Wissenschaft,Stadtbüchereien,Sonstige ordentliche Aufwendungen,2018,363754,Aufwand,Plan
546,Kultur und Wissenschaft,Schulische Weiterbildung,Zuwendungen und allgemeine Umlagen,2018,775500,Ertrag,Plan
547,Kultur und Wissenschaft,Schulische Weiterbildung,Privatrechtliche Leistungsentgelte,2018,39900,Ertrag,Plan
548,Kultur und Wissenschaft,Schulische Weiterbildung,Sonstige ordentliche Erträge,2018,2000,Ertrag,Plan
549,Kultur und Wissenschaft,Schulische Weiterbildung,Personalaufwendungen,2018,2487473,Aufwand,Plan
550,Kultur und Wissenschaft,Schulische Weiterbildung,Versorgungsaufwendungen,2018,143700,Aufwand,Plan
551,Kultur und Wissenschaft,Schulische Weiterbildung,Aufwendungen für Sach- und Dienstleistungen,2018,197259,Aufwand,Plan
552,Kultur und Wissenschaft,Schulische Weiterbildung,Bilanzielle Abschreibungen,2018,19852,Aufwand,Plan
553,Kultur und Wissenschaft,Schulische Weiterbildung,Sonstige ordentliche Aufwendungen,2018,25398,Aufwand,Plan
554,Kultur und Wissenschaft,Kulturamt,Zuwendungen und allgemeine Umlagen,2018,910441,Ertrag,Plan
555,Kultur und Wissenschaft,Kulturamt,Öffentlich-rechtliche Leistungsentgelte,2018,13800,Ertrag,Plan
556,Kultur und Wissenschaft,Kulturamt,Privatrechtliche Leistungsentgelte,2018,3192958,Ertrag,Plan
557,Kultur und Wissenschaft,Kulturamt,Sonstige ordentliche Erträge,2018,500,Ertrag,Plan
558,Kultur und Wissenschaft,Kulturamt,Personalaufwendungen,2018,4065328,Aufwand,Plan
559,Kultur und Wissenschaft,Kulturamt,Versorgungsaufwendungen,2018,588600,Aufwand,Plan
560,Kultur und Wissenschaft,Kulturamt,Aufwendungen für Sach- und Dienstleistungen,2018,4185081,Aufwand,Plan
561,Kultur und Wissenschaft,Kulturamt,Bilanzielle Abschreibungen,2018,326060,Aufwand,Plan
562,Kultur und Wissenschaft,Kulturamt,Transferaufwendungen,2018,8193570,Aufwand,Plan
563,Kultur und Wissenschaft,Kulturamt,Sonstige ordentliche Aufwendungen,2018,3167092,Aufwand,Plan
564,Kultur und Wissenschaft,Restaurierungszentrum,Privatrechtliche Leistungsentgelte,2018,16502,Ertrag,Plan
565,Kultur und Wissenschaft,Restaurierungszentrum,Personalaufwendungen,2018,649391,Aufwand,Plan
566,Kultur und Wissenschaft,Restaurierungszentrum,Aufwendungen für Sach- und Dienstleistungen,2018,18710,Aufwand,Plan
567,Kultur und Wissenschaft,Restaurierungszentrum,Bilanzielle Abschreibungen,2018,18650,Aufwand,Plan
568,Kultur und Wissenschaft,Restaurierungszentrum,Sonstige ordentliche Aufwendungen,2018,20849,Aufwand,Plan
569,Kultur und Wissenschaft,Mahn- und Gedenkstätte,Zuwendungen und allgemeine Umlagen,2018,8000,Ertrag,Plan
570,Kultur und Wissenschaft,Mahn- und Gedenkstätte,Privatrechtliche Leistungsentgelte,2018,2701,Ertrag,Plan
571,Kultur und Wissenschaft,Mahn- und Gedenkstätte,Personalaufwendungen,2018,282291,Aufwand,Plan
572,Kultur und Wissenschaft,Mahn- und Gedenkstätte,Aufwendungen für Sach- und Dienstleistungen,2018,54407,Aufwand,Plan
573,Kultur und Wissenschaft,Mahn- und Gedenkstätte,Bilanzielle Abschreibungen,2018,57400,Aufwand,Plan
574,Kultur und Wissenschaft,Mahn- und Gedenkstätte,Transferaufwendungen,2018,140000,Aufwand,Plan
575,Kultur und Wissenschaft,Mahn- und Gedenkstätte,Sonstige ordentliche Aufwendungen,2018,10152,Aufwand,Plan
576,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Zuwendungen und allgemeine Umlagen,2018,7285000,Ertrag,Plan
577,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Kostenerstattungen und Kostenumlagen,2018,78338064,Ertrag,Plan
578,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Personalaufwendungen,2018,14726415,Aufwand,Plan
579,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Versorgungsaufwendungen,2018,2697300,Aufwand,Plan
580,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Aufwendungen für Sach- und Dienstleistungen,2018,9354316,Aufwand,Plan
581,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Bilanzielle Abschreibungen,2018,2260,Aufwand,Plan
582,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Transferaufwendungen,2018,8400,Aufwand,Plan
583,Soziale Leistungen,Grundsicherung für Arbeitsuchende,Sonstige ordentliche Aufwendungen,2018,186974687,Aufwand,Plan
584,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Zuwendungen und allgemeine Umlagen,2018,27434880,Ertrag,Plan
585,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Sonstige Transfererträge,2018,410000,Ertrag,Plan
586,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Sonstige ordentliche Erträge,2018,305000,Ertrag,Plan
587,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Personalaufwendungen,2018,1329522,Aufwand,Plan
588,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Versorgungsaufwendungen,2018,113000,Aufwand,Plan
589,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Aufwendungen für Sach- und Dienstleistungen,2018,2518736,Aufwand,Plan
590,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Bilanzielle Abschreibungen,2018,247,Aufwand,Plan
591,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Transferaufwendungen,2018,20113853,Aufwand,Plan
592,Soziale Leistungen,Wirtschaftl. Leistungen f Asylsuchende,Sonstige ordentliche Aufwendungen,2018,37687,Aufwand,Plan
593,Soziale Leistungen,Seniorenarbeit,Personalaufwendungen,2018,357772,Aufwand,Plan
594,Soziale Leistungen,Seniorenarbeit,Versorgungsaufwendungen,2018,119700,Aufwand,Plan
595,Soziale Leistungen,Seniorenarbeit,Aufwendungen für Sach- und Dienstleistungen,2018,62000,Aufwand,Plan
596,Soziale Leistungen,Seniorenarbeit,Transferaufwendungen,2018,4224132,Aufwand,Plan
597,Soziale Leistungen,Seniorenarbeit,Sonstige ordentliche Aufwendungen,2018,79548,Aufwand,Plan
598,Soziale Leistungen,Soz Einr für Pflegebedürftige,Öffentlich-rechtliche Leistungsentgelte,2018,70600,Ertrag,Plan
599,Soziale Leistungen,Soz Einr für Pflegebedürftige,Personalaufwendungen,2018,1282157,Aufwand,Plan
600,Soziale Leistungen,Soz Einr für Pflegebedürftige,Versorgungsaufwendungen,2018,161900,Aufwand,Plan
601,Soziale Leistungen,Soz Einr für Pflegebedürftige,Aufwendungen für Sach- und Dienstleistungen,2018,12056,Aufwand,Plan
602,Soziale Leistungen,Soz Einr für Pflegebedürftige,Bilanzielle Abschreibungen,2018,44967,Aufwand,Plan
603,Soziale Leistungen,Soz Einr für Pflegebedürftige,Transferaufwendungen,2018,213019,Aufwand,Plan
604,Soziale Leistungen,Soz Einr für Pflegebedürftige,Sonstige ordentliche Aufwendungen,2018,100858,Aufwand,Plan
605,Soziale Leistungen,Soz Einr f Menschen mit Behinderung,Personalaufwendungen,2018,402000,Aufwand,Plan
606,Soziale Leistungen,Soz Einr f Menschen mit Behinderung,Versorgungsaufwendungen,2018,37500,Aufwand,Plan
607,Soziale Leistungen,Soz Einr f Menschen mit Behinderung,Aufwendungen für Sach- und Dienstleistungen,2018,1947,Aufwand,Plan
608,Soziale Leistungen,Soz Einr f Menschen mit Behinderung,Transferaufwendungen,2018,1341797,Aufwand,Plan
609,Soziale Leistungen,Soz Einr f Menschen mit Behinderung,Sonstige ordentliche Aufwendungen,2018,28746,Aufwand,Plan
610,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Öffentlich-rechtliche Leistungsentgelte,2018,8149680,Ertrag,Plan
611,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Privatrechtliche Leistungsentgelte,2018,56656,Ertrag,Plan
612,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Personalaufwendungen,2018,10623900,Aufwand,Plan
613,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Versorgungsaufwendungen,2018,628300,Aufwand,Plan
614,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Aufwendungen für Sach- und Dienstleistungen,2018,13627967,Aufwand,Plan
615,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Bilanzielle Abschreibungen,2018,985138,Aufwand,Plan
616,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Transferaufwendungen,2018,5213949,Aufwand,Plan
617,Soziale Leistungen,"Soz Einr f Obdachl, Aussiedler u Flüchtl",Sonstige ordentliche Aufwendungen,2018,25509890,Aufwand,Plan
618,Soziale Leistungen,Andere soziale Einrichtungen,Transferaufwendungen,2018,2542057,Aufwand,Plan
619,Soziale Leistungen,Bürgerhäuser,Zuwendungen und allgemeine Umlagen,2018,4200,Ertrag,Plan
620,Soziale Leistungen,Bürgerhäuser,Privatrechtliche Leistungsentgelte,2018,466051,Ertrag,Plan
621,Soziale Leistungen,Bürgerhäuser,Personalaufwendungen,2018,1348792,Aufwand,Plan
622,Soziale Leistungen,Bürgerhäuser,Versorgungsaufwendungen,2018,24200,Aufwand,Plan
623,Soziale Leistungen,Bürgerhäuser,Aufwendungen für Sach- und Dienstleistungen,2018,745269,Aufwand,Plan
624,Soziale Leistungen,Bürgerhäuser,Bilanzielle Abschreibungen,2018,47011,Aufwand,Plan
625,Soziale Leistungen,Bürgerhäuser,Sonstige ordentliche Aufwendungen,2018,412377,Aufwand,Plan
626,Soziale Leistungen,Ausgleichsabgabe,Zuwendungen und allgemeine Umlagen,2018,680000,Ertrag,Plan
627,Soziale Leistungen,Ausgleichsabgabe,Personalaufwendungen,2018,593599,Aufwand,Plan
628,Soziale Leistungen,Ausgleichsabgabe,Versorgungsaufwendungen,2018,165700,Aufwand,Plan
629,Soziale Leistungen,Ausgleichsabgabe,Aufwendungen für Sach- und Dienstleistungen,2018,112,Aufwand,Plan
630,Soziale Leistungen,Ausgleichsabgabe,Transferaufwendungen,2018,680000,Aufwand,Plan
631,Soziale Leistungen,Ausgleichsabgabe,Sonstige ordentliche Aufwendungen,2018,10589,Aufwand,Plan
632,Soziale Leistungen,Schwerbehindertenausweise SGB IX,Kostenerstattungen und Kostenumlagen,2018,1335000,Ertrag,Plan
633,Soziale Leistungen,Schwerbehindertenausweise SGB IX,Personalaufwendungen,2018,1784713,Aufwand,Plan
634,Soziale Leistungen,Schwerbehindertenausweise SGB IX,Versorgungsaufwendungen,2018,478700,Aufwand,Plan
635,Soziale Leistungen,Schwerbehindertenausweise SGB IX,Aufwendungen für Sach- und Dienstleistungen,2018,843,Aufwand,Plan
636,Soziale Leistungen,Schwerbehindertenausweise SGB IX,Bilanzielle Abschreibungen,2018,289,Aufwand,Plan
637,Soziale Leistungen,Schwerbehindertenausweise SGB IX,Sonstige ordentliche Aufwendungen,2018,1102800,Aufwand,Plan
638,Soziale Leistungen,Ärztl. Aufg. im Schwerbeh.recht n.SGB IX,Kostenerstattungen und Kostenumlagen,2018,550000,Ertrag,Plan
639,Soziale Leistungen,Ärztl. Aufg. im Schwerbeh.recht n.SGB IX,Personalaufwendungen,2018,202300,Aufwand,Plan
640,Soziale Leistungen,Ärztl. Aufg. im Schwerbeh.recht n.SGB IX,Versorgungsaufwendungen,2018,59200,Aufwand,Plan
641,Soziale Leistungen,Ärztl. Aufg. im Schwerbeh.recht n.SGB IX,Aufwendungen für Sach- und Dienstleistungen,2018,427400,Aufwand,Plan
642,Soziale Leistungen,Ärztl. Aufg. im Schwerbeh.recht n.SGB IX,Bilanzielle Abschreibungen,2018,2094,Aufwand,Plan
643,Soziale Leistungen,Ärztl. Aufg. im Schwerbeh.recht n.SGB IX,Sonstige ordentliche Aufwendungen,2018,7875,Aufwand,Plan
644,Soziale Leistungen,Förderung v Trägern der Wohlfahrtspflege,Sonstige Transfererträge,2018,20000,Ertrag,Plan
645,Soziale Leistungen,Förderung v Trägern der Wohlfahrtspflege,Sonstige ordentliche Erträge,2018,675000,Ertrag,Plan
646,Soziale Leistungen,Förderung v Trägern der Wohlfahrtspflege,Transferaufwendungen,2018,25216259,Aufwand,Plan
647,Soziale Leistungen,Förderung v Trägern der Wohlfahrtspflege,Sonstige ordentliche Aufwendungen,2018,1300,Aufwand,Plan
648,Soziale Leistungen,Hilfe zum Lebensunterhalt,Zuwendungen und allgemeine Umlagen,2018,5000,Ertrag,Plan
649,Soziale Leistungen,Hilfe zum Lebensunterhalt,Sonstige Transfererträge,2018,281000,Ertrag,Plan
650,Soziale Leistungen,Hilfe zum Lebensunterhalt,Sonstige ordentliche Erträge,2018,90000,Ertrag,Plan
651,Soziale Leistungen,Hilfe zum Lebensunterhalt,Personalaufwendungen,2018,623959,Aufwand,Plan
652,Soziale Leistungen,Hilfe zum Lebensunterhalt,Versorgungsaufwendungen,2018,94000,Aufwand,Plan
653,Soziale Leistungen,Hilfe zum Lebensunterhalt,Aufwendungen für Sach- und Dienstleistungen,2018,114,Aufwand,Plan
654,Soziale Leistungen,Hilfe zum Lebensunterhalt,Transferaufwendungen,2018,11735210,Aufwand,Plan
655,Soziale Leistungen,Hilfe zum Lebensunterhalt,Sonstige ordentliche Aufwendungen,2018,85710,Aufwand,Plan
656,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Sonstige Transfererträge,2018,2605240,Ertrag,Plan
657,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Kostenerstattungen und Kostenumlagen,2018,88007010,Ertrag,Plan
658,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Personalaufwendungen,2018,3603571,Aufwand,Plan
659,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Versorgungsaufwendungen,2018,628300,Aufwand,Plan
660,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Aufwendungen für Sach- und Dienstleistungen,2018,91059,Aufwand,Plan
661,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Bilanzielle Abschreibungen,2018,2702,Aufwand,Plan
662,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Transferaufwendungen,2018,90552650,Aufwand,Plan
663,Soziale Leistungen,Grundsich i Alter u bei Erwerbsminderung,Sonstige ordentliche Aufwendungen,2018,194134,Aufwand,Plan
664,Soziale Leistungen,Hilfen zur Gesundheit,Sonstige Transfererträge,2018,767000,Ertrag,Plan
665,Soziale Leistungen,Hilfen zur Gesundheit,Personalaufwendungen,2018,762304,Aufwand,Plan
666,Soziale Leistungen,Hilfen zur Gesundheit,Versorgungsaufwendungen,2018,105300,Aufwand,Plan
667,Soziale Leistungen,Hilfen zur Gesundheit,Aufwendungen für Sach- und Dienstleistungen,2018,19556904,Aufwand,Plan
668,Soziale Leistungen,Hilfen zur Gesundheit,Bilanzielle Abschreibungen,2018,1325,Aufwand,Plan
669,Soziale Leistungen,Hilfen zur Gesundheit,Transferaufwendungen,2018,53000,Aufwand,Plan
670,Soziale Leistungen,Hilfen zur Gesundheit,Sonstige ordentliche Aufwendungen,2018,23957,Aufwand,Plan
671,Soziale Leistungen,Integration von Menschen mit Behinderung,Sonstige Transfererträge,2018,6836733,Ertrag,Plan
672,Soziale Leistungen,Integration von Menschen mit Behinderung,Personalaufwendungen,2018,1667202,Aufwand,Plan
673,Soziale Leistungen,Integration von Menschen mit Behinderung,Versorgungsaufwendungen,2018,272600,Aufwand,Plan
674,Soziale Leistungen,Integration von Menschen mit Behinderung,Aufwendungen für Sach- und Dienstleistungen,2018,876,Aufwand,Plan
675,Soziale Leistungen,Integration von Menschen mit Behinderung,Bilanzielle Abschreibungen,2018,530,Aufwand,Plan
676,Soziale Leistungen,Integration von Menschen mit Behinderung,Transferaufwendungen,2018,19807500,Aufwand,Plan
677,Soziale Leistungen,Integration von Menschen mit Behinderung,Sonstige ordentliche Aufwendungen,2018,34225,Aufwand,Plan
678,Soziale Leistungen,Hilfe zur Pflege,Sonstige Transfererträge,2018,9214000,Ertrag,Plan
679,Soziale Leistungen,Hilfe zur Pflege,Sonstige ordentliche Erträge,2018,1575000,Ertrag,Plan
680,Soziale Leistungen,Hilfe zur Pflege,Personalaufwendungen,2018,3810977,Aufwand,Plan
681,Soziale Leistungen,Hilfe zur Pflege,Versorgungsaufwendungen,2018,859600,Aufwand,Plan
682,Soziale Leistungen,Hilfe zur Pflege,Aufwendungen für Sach- und Dienstleistungen,2018,2332,Aufwand,Plan
683,Soziale Leistungen,Hilfe zur Pflege,Bilanzielle Abschreibungen,2018,1954,Aufwand,Plan
684,Soziale Leistungen,Hilfe zur Pflege,Transferaufwendungen,2018,48148280,Aufwand,Plan
685,Soziale Leistungen,Hilfe zur Pflege,Sonstige ordentliche Aufwendungen,2018,190312,Aufwand,Plan
686,Soziale Leistungen,Hilfen bei besond soz Schwierigkeiten,Personalaufwendungen,2018,271448,Aufwand,Plan
687,Soziale Leistungen,Hilfen bei besond soz Schwierigkeiten,Versorgungsaufwendungen,2018,9700,Aufwand,Plan
688,Soziale Leistungen,Hilfen bei besond soz Schwierigkeiten,Transferaufwendungen,2018,1053273,Aufwand,Plan
689,Soziale Leistungen,Hilfen bei besond soz Schwierigkeiten,Sonstige ordentliche Aufwendungen,2018,10552,Aufwand,Plan
690,Soziale Leistungen,Sonstige Hilfen des SGB XII,Zuwendungen und allgemeine Umlagen,2018,13500,Ertrag,Plan
691,Soziale Leistungen,Sonstige Hilfen des SGB XII,Sonstige Transfererträge,2018,5000,Ertrag,Plan
692,Soziale Leistungen,Sonstige Hilfen des SGB XII,Personalaufwendungen,2018,619984,Aufwand,Plan
693,Soziale Leistungen,Sonstige Hilfen des SGB XII,Versorgungsaufwendungen,2018,189700,Aufwand,Plan
694,Soziale Leistungen,Sonstige Hilfen des SGB XII,Aufwendungen für Sach- und Dienstleistungen,2018,1151,Aufwand,Plan
695,Soziale Leistungen,Sonstige Hilfen des SGB XII,Bilanzielle Abschreibungen,2018,130,Aufwand,Plan
696,Soziale Leistungen,Sonstige Hilfen des SGB XII,Transferaufwendungen,2018,1731092,Aufwand,Plan
697,Soziale Leistungen,Sonstige Hilfen des SGB XII,Sonstige ordentliche Aufwendungen,2018,26141,Aufwand,Plan
698,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Sonstige Transfererträge,2018,1800000,Ertrag,Plan
699,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Kostenerstattungen und Kostenumlagen,2018,3305517,Ertrag,Plan
700,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Personalaufwendungen,2018,1032200,Aufwand,Plan
701,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Versorgungsaufwendungen,2018,65000,Aufwand,Plan
702,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Aufwendungen für Sach- und Dienstleistungen,2018,358368,Aufwand,Plan
703,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Bilanzielle Abschreibungen,2018,542,Aufwand,Plan
704,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Transferaufwendungen,2018,7183200,Aufwand,Plan
705,Soziale Leistungen,Lstg n d Unterhaltsvorschussgesetz (UVG),Sonstige ordentliche Aufwendungen,2018,903494,Aufwand,Plan
706,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz,Öffentlich-rechtliche Leistungsentgelte,2018,1600,Ertrag,Plan
707,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz,Personalaufwendungen,2018,530416,Aufwand,Plan
708,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz,Versorgungsaufwendungen,2018,81900,Aufwand,Plan
709,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz,Aufwendungen für Sach- und Dienstleistungen,2018,3966,Aufwand,Plan
710,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz,Bilanzielle Abschreibungen,2018,304,Aufwand,Plan
711,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz,Transferaufwendungen,2018,510164,Aufwand,Plan
712,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz,Sonstige ordentliche Aufwendungen,2018,9481,Aufwand,Plan
713,Soziale Leistungen,Sonstige Leistungen,Sonstige Transfererträge,2018,210000,Ertrag,Plan
714,Soziale Leistungen,Sonstige Leistungen,Personalaufwendungen,2018,2001776,Aufwand,Plan
715,Soziale Leistungen,Sonstige Leistungen,Versorgungsaufwendungen,2018,279400,Aufwand,Plan
716,Soziale Leistungen,Sonstige Leistungen,Aufwendungen für Sach- und Dienstleistungen,2018,391626,Aufwand,Plan
717,Soziale Leistungen,Sonstige Leistungen,Bilanzielle Abschreibungen,2018,3098,Aufwand,Plan
