"ID";"EPL";"AB";"PG";"Betrag";"Berichtsjahr";"Werttyp";"Erlöse_Kosten"
21212;"Bezirksamt Wandsbek";"Soziales, Jugend und Gesundheit (BA Wandsbek)";"Eingliederungshilfe (W/EH)";8538935,00;"2018";"Fortgeschriebener Plan";"Kosten"
21213;"Bezirksamt Wandsbek";"Soziales, Jugend und Gesundheit (BA Wandsbek)";"Eingliederungshilfe (W/EH)";8852799,00;"2019";"Plan";"Kosten"
21214;"Bezirksamt Wandsbek";"Soziales, Jugend und Gesundheit (BA Wandsbek)";"Eingliederungshilfe (W/EH)";8965191,00;"2020";"Plan";"Kosten"
21215;"Bezirksamt Wandsbek";"Soziales, Jugend und Gesundheit (BA Wandsbek)";"Eingliederungshilfe (W/EH)";9131607,00;"2021";"Plan";"Kosten"
21216;"Bezirksamt Wandsbek";"Soziales, Jugend und Gesundheit (BA Wandsbek)";"Eingliederungshilfe (W/EH)";9268678,00;"2022";"Plan";"Kosten"
21217;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";150,00;"2016";"Ist";"Erlöse"
21218;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";1386652,00;"2016";"Ist";"Kosten"
21219;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";6023,00;"2017";"Ist";"Erlöse"
21220;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";1833720,00;"2017";"Ist";"Kosten"
21221;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";2000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21222;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";1737000,00;"2018";"Fortgeschriebener Plan";"Kosten"
21223;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";0,00;"2019";"Plan";"Erlöse"
21224;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";1503006,00;"2019";"Plan";"Kosten"
21225;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";0,00;"2020";"Plan";"Erlöse"
21226;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";1530242,00;"2020";"Plan";"Kosten"
21227;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";0,00;"2021";"Plan";"Erlöse"
21228;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";1554026,00;"2021";"Plan";"Kosten"
21229;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";0,00;"2022";"Plan";"Erlöse"
21230;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Stadt- und Landschaftsplanung (SL)";1575427,00;"2022";"Plan";"Kosten"
21231;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";6877049,00;"2016";"Ist";"Erlöse"
21232;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";3287229,00;"2016";"Ist";"Kosten"
21233;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";5320988,00;"2017";"Ist";"Erlöse"
21234;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";4090929,00;"2017";"Ist";"Kosten"
21235;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";3056000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21236;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";3756260,00;"2018";"Fortgeschriebener Plan";"Kosten"
21237;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";4383000,00;"2019";"Plan";"Erlöse"
21238;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";3084390,00;"2019";"Plan";"Kosten"
21239;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";4383000,00;"2020";"Plan";"Erlöse"
21240;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";3151094,00;"2020";"Plan";"Kosten"
21241;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";4383000,00;"2021";"Plan";"Erlöse"
21242;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";3209048,00;"2021";"Plan";"Kosten"
21243;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";4383000,00;"2022";"Plan";"Erlöse"
21244;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Bauaufsicht (WBZ)";3257807,00;"2022";"Plan";"Kosten"
21245;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";12660732,00;"2016";"Ist";"Erlöse"
21246;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";30844106,00;"2016";"Ist";"Kosten"
21247;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";14063158,00;"2017";"Ist";"Erlöse"
21248;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";30617353,00;"2017";"Ist";"Kosten"
21249;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";2546295,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21250;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";13413506,00;"2018";"Fortgeschriebener Plan";"Kosten"
21251;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";2550296,00;"2019";"Plan";"Erlöse"
21252;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";12325053,00;"2019";"Plan";"Kosten"
21253;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";2554294,00;"2020";"Plan";"Erlöse"
21254;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";12249907,00;"2020";"Plan";"Kosten"
21255;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";2558296,00;"2021";"Plan";"Erlöse"
21256;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";12837077,00;"2021";"Plan";"Kosten"
21257;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";2558294,00;"2022";"Plan";"Erlöse"
21258;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Management des öffentl. Raumes (MR)";12610732,00;"2022";"Plan";"Kosten"
21259;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1462387,00;"2016";"Ist";"Erlöse"
21260;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";3408481,00;"2016";"Ist";"Kosten"
21261;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1363961,00;"2017";"Ist";"Erlöse"
21262;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";3967386,00;"2017";"Ist";"Kosten"
21263;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1346100,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21264;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";3425246,00;"2018";"Fortgeschriebener Plan";"Kosten"
21265;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1376000,00;"2019";"Plan";"Erlöse"
21266;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";4166301,00;"2019";"Plan";"Kosten"
21267;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1385000,00;"2020";"Plan";"Erlöse"
21268;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";4233243,00;"2020";"Plan";"Kosten"
21269;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1394000,00;"2021";"Plan";"Erlöse"
21270;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";4295706,00;"2021";"Plan";"Kosten"
21271;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";1394000,00;"2022";"Plan";"Erlöse"
21272;"Bezirksamt Wandsbek";"Wirtschaft, Bauen und Umwelt (BA Wandsbek)";"Verbrauchersch., Gewerbe, Umwelt (VS)";4351393,00;"2022";"Plan";"Kosten"
21273;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";483544,00;"2016";"Ist";"Erlöse"
21274;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";11389898,00;"2016";"Ist";"Kosten"
21275;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";447004,00;"2017";"Ist";"Erlöse"
21276;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";12766293,00;"2017";"Ist";"Kosten"
21277;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";60000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21278;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";10913650,00;"2018";"Fortgeschriebener Plan";"Kosten"
21279;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";60000,00;"2019";"Plan";"Erlöse"
21280;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";12484060,00;"2019";"Plan";"Kosten"
21281;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";60000,00;"2020";"Plan";"Erlöse"
21282;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";12181879,00;"2020";"Plan";"Kosten"
21283;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";60000,00;"2021";"Plan";"Erlöse"
21284;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";12537680,00;"2021";"Plan";"Kosten"
21285;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";60000,00;"2022";"Plan";"Erlöse"
21286;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Steuerung und Service (D1)";12591316,00;"2022";"Plan";"Kosten"
21287;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksamt";1223503,00;"2018";"Fortgeschriebener Plan";"Kosten"
21288;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksamt";1932571,00;"2019";"Plan";"Kosten"
21289;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksamt";1669644,00;"2020";"Plan";"Kosten"
21290;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksamt";941871,00;"2021";"Plan";"Kosten"
21291;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksamt";1342258,00;"2022";"Plan";"Kosten"
21292;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksversammlung";101233,00;"2018";"Fortgeschriebener Plan";"Kosten"
21293;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksversammlung";91187,00;"2019";"Plan";"Kosten"
21294;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksversammlung";99720,00;"2020";"Plan";"Kosten"
21295;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksversammlung";108253,00;"2021";"Plan";"Kosten"
21296;"Bezirksamt Bergedorf";"Steuerung und Service (BA Bergedorf)";"Zentraler Ansatz Bezirksversammlung";116787,00;"2022";"Plan";"Kosten"
21297;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";1115739,00;"2016";"Ist";"Erlöse"
21298;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";2403890,00;"2016";"Ist";"Kosten"
21299;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";1224837,00;"2017";"Ist";"Erlöse"
21300;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";2810116,00;"2017";"Ist";"Kosten"
21301;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";1132000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21302;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";2571500,00;"2018";"Fortgeschriebener Plan";"Kosten"
21303;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";1232000,00;"2019";"Plan";"Erlöse"
21304;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";2900257,00;"2019";"Plan";"Kosten"
21305;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";1232000,00;"2020";"Plan";"Erlöse"
21306;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";2922424,00;"2020";"Plan";"Kosten"
21307;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";1232000,00;"2021";"Plan";"Erlöse"
21308;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";2935970,00;"2021";"Plan";"Kosten"
21309;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";1232000,00;"2022";"Plan";"Erlöse"
21310;"Bezirksamt Bergedorf";"Bürgerservice (BA Bergedorf)";"Einwohner-/Personenst.wesen (EA, ST)";2955600,00;"2022";"Plan";"Kosten"
21311;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";482975,00;"2016";"Ist";"Erlöse"
21312;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";6032856,00;"2016";"Ist";"Kosten"
21313;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";318683,00;"2017";"Ist";"Erlöse"
21314;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";6884611,00;"2017";"Ist";"Kosten"
21315;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";17000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21316;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";3767178,00;"2018";"Fortgeschriebener Plan";"Kosten"
21317;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";17000,00;"2019";"Plan";"Erlöse"
21318;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";4287500,00;"2019";"Plan";"Kosten"
21319;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";17000,00;"2020";"Plan";"Erlöse"
21320;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";4346280,00;"2020";"Plan";"Kosten"
21321;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";17000,00;"2021";"Plan";"Erlöse"
21322;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";4380440,00;"2021";"Plan";"Kosten"
21323;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";17000,00;"2022";"Plan";"Erlöse"
21324;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Soziale Hilfen (GS)";4420460,00;"2022";"Plan";"Kosten"
21325;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";7637447,00;"2016";"Ist";"Erlöse"
21326;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";7297808,00;"2016";"Ist";"Kosten"
21327;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";917715,00;"2017";"Ist";"Erlöse"
21328;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";6916474,00;"2017";"Ist";"Kosten"
21329;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";226126,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21330;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";3424368,00;"2018";"Fortgeschriebener Plan";"Kosten"
21331;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";247125,00;"2019";"Plan";"Erlöse"
21332;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";3663682,00;"2019";"Plan";"Kosten"
21333;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";254125,00;"2020";"Plan";"Erlöse"
21334;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";4152134,00;"2020";"Plan";"Kosten"
21335;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";289125,00;"2021";"Plan";"Erlöse"
21336;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";4254399,00;"2021";"Plan";"Kosten"
21337;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";289125,00;"2022";"Plan";"Erlöse"
21338;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Sozialraummanagement (SR)";4356737,00;"2022";"Plan";"Kosten"
21339;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";195793,00;"2016";"Ist";"Erlöse"
21340;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";8713141,00;"2016";"Ist";"Kosten"
21341;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";203380,00;"2017";"Ist";"Erlöse"
21342;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";9527178,00;"2017";"Ist";"Kosten"
21343;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";10000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21344;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";6256480,00;"2018";"Fortgeschriebener Plan";"Kosten"
21345;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";10000,00;"2019";"Plan";"Erlöse"
21346;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";5921318,00;"2019";"Plan";"Kosten"
21347;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";10000,00;"2020";"Plan";"Erlöse"
21348;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";6022531,00;"2020";"Plan";"Kosten"
21349;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";10000,00;"2021";"Plan";"Erlöse"
21350;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";6091856,00;"2021";"Plan";"Kosten"
21351;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";10000,00;"2022";"Plan";"Erlöse"
21352;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Jugend-, Familienhilfe (JA)";6147163,00;"2022";"Plan";"Kosten"
21353;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";99958,00;"2016";"Ist";"Erlöse"
21354;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";2083015,00;"2016";"Ist";"Kosten"
21355;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";57057,00;"2017";"Ist";"Erlöse"
21356;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";2328458,00;"2017";"Ist";"Kosten"
21357;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";11000,00;"2018";"Fortgeschriebener Plan";"Erlöse"
21358;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";1768091,00;"2018";"Fortgeschriebener Plan";"Kosten"
21359;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";4000,00;"2019";"Plan";"Erlöse"
21360;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";1835790,00;"2019";"Plan";"Kosten"
21361;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";4000,00;"2020";"Plan";"Erlöse"
21362;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";1862230,00;"2020";"Plan";"Kosten"
21363;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";4000,00;"2021";"Plan";"Erlöse"
21364;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";1875540,00;"2021";"Plan";"Kosten"
21365;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";4000,00;"2022";"Plan";"Erlöse"
21366;"Bezirksamt Bergedorf";"Soziales, Jugend und Gesundheit (BA Bergedorf)";"Gesundheit (GA)";1893910,00;"2022";"Plan";"Kosten"
21367;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";226553,00;"2016";"Ist";"Erlöse"
21368;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";1650317,00;"2016";"Ist";"Kosten"
21369;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";616237,00;"2017";"Ist";"Erlöse"
21370;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";2357791,00;"2017";"Ist";"Kosten"
21371;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";1311810,00;"2018";"Fortgeschriebener Plan";"Kosten"
21372;"Bezirksamt Bergedorf";"Wirtschaft, Bauen und Umwelt (BA Bergedorf)";"Stadt- und Landschaftsplanung (SL)";0,00;"2019";"Plan";"Erlöse"
