Produktbereich,Produktgruppe,Produktbereichsname,Produktgruppenbezeichnung,Jahr,Richtung,Betrag,Betrag-Typ
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2008,Erträge,2149351.4,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2008,Aufwendungen,3728587.19,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2008,Erträge,2005261.65,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2008,Aufwendungen,13476209.42,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2008,Erträge,1480756.85,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2008,Aufwendungen,1630639.2,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2008,Erträge,310876.95,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2008,Aufwendungen,2531180.47,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2008,Erträge,516522.24,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2008,Aufwendungen,1153360.41,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2008,Erträge,224738.67,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2008,Aufwendungen,430937.37,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2008,Erträge,288124.09,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2008,Aufwendungen,1983911.26,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2008,Erträge,22751513.04,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2008,Aufwendungen,7770601.35,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2008,Erträge,0,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2008,Aufwendungen,2600000,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2008,Erträge,144329.66,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2008,Aufwendungen,282906.59,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2008,Erträge,492069819.58,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2008,Aufwendungen,109314399.32,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2008,Erträge,152592.92,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2008,Aufwendungen,152592.92,Ergebnis
01,0101,Innere Verwaltung,Bezirksvertretungen (frei verfügbare Mittel),2009,Aufwendungen,287386.46,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2009,Erträge,55209.08,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2009,Aufwendungen,3064396.16,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2009,Erträge,43500,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2009,Aufwendungen,3067955.15,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2009,Erträge,17649.05,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2009,Aufwendungen,599502.7,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2009,Erträge,73465,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2009,Aufwendungen,755911.28,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2009,Erträge,43264,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2009,Aufwendungen,1148003.8,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2009,Erträge,114751.36,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2009,Aufwendungen,1237207.03,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2009,Erträge,1714638.21,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2009,Aufwendungen,6782043.84,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2009,Erträge,1668673.25,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2009,Aufwendungen,7861124.74,Ergebnis
01,0110,Innere Verwaltung,Recht,2009,Erträge,444694.21,Ergebnis
01,0110,Innere Verwaltung,Recht,2009,Aufwendungen,1688970.51,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2009,Erträge,32604847.73,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2009,Aufwendungen,24700627.03,Ergebnis
01,0112,Innere Verwaltung,Gebäudemanagement,2009,Erträge,8944860.16,Ergebnis
01,0112,Innere Verwaltung,Gebäudemanagement,2009,Aufwendungen,56431157.88,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2009,Erträge,1620869.66,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2009,Aufwendungen,3747762.05,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2009,Erträge,319950.99,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2009,Aufwendungen,388087.54,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2009,Erträge,0,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2009,Aufwendungen,0,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2009,Erträge,176417.3,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2009,Aufwendungen,659204.11,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2009,Erträge,674790.99,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2009,Aufwendungen,2070765.37,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2009,Erträge,1468939.07,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2009,Aufwendungen,1485736.24,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2009,Erträge,9062184.15,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2009,Aufwendungen,6732100.97,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2009,Erträge,1717697.81,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2009,Aufwendungen,5631516.45,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2009,Erträge,531915.48,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2009,Aufwendungen,1220554.94,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2009,Erträge,311330.87,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2009,Aufwendungen,1577205.01,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2009,Erträge,1618.07,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2009,Aufwendungen,590315.76,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2009,Erträge,502619.84,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2009,Aufwendungen,1345689.78,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2009,Erträge,987400.01,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2009,Aufwendungen,21802217,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2009,Erträge,8660538.55,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2009,Aufwendungen,9420535.77,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2009,Erträge,85331.85,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2009,Aufwendungen,2086480.37,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2009,Erträge,1613164.95,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2009,Aufwendungen,24548424.87,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2009,Erträge,1475066.17,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2009,Aufwendungen,11058633.45,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2009,Erträge,448906.83,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2009,Aufwendungen,3784774.15,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2009,Erträge,2841031,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2009,Aufwendungen,3815106.28,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2009,Erträge,1958674.69,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2009,Aufwendungen,4332698.85,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2009,Erträge,882163.31,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2009,Aufwendungen,4864040.05,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2009,Erträge,312654.25,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2009,Aufwendungen,1593729.38,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2009,Erträge,9685.23,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2009,Aufwendungen,703203.1,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2009,Erträge,180279.6,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2009,Aufwendungen,19003029.26,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2009,Erträge,88176.19,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2009,Aufwendungen,457736.28,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2009,Erträge,18550765.71,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2009,Aufwendungen,54648851.73,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2009,Erträge,3423631.08,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2009,Aufwendungen,27165248.63,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2009,Erträge,4641254.5,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2009,Aufwendungen,33513942.71,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2009,Erträge,2738.4,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2009,Aufwendungen,931423.25,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2009,Erträge,659071.31,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2009,Aufwendungen,705952.98,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2009,Erträge,33622334.49,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2009,Aufwendungen,61901026.56,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2009,Erträge,4402568.4,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2009,Aufwendungen,11973404.4,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2009,Erträge,621032.55,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2009,Aufwendungen,3943460.73,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2009,Erträge,144329.41,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2009,Aufwendungen,2527556.59,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2009,Erträge,4771349.2,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2009,Aufwendungen,42493358.09,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2009,Erträge,1045832.79,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2009,Aufwendungen,9545431.08,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2009,Erträge,663155.83,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2009,Aufwendungen,7489561.4,Ergebnis
08,0802,Sportförderung,Bäder,2009,Erträge,836570.41,Ergebnis
08,0802,Sportförderung,Bäder,2009,Aufwendungen,3547438,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2009,Erträge,237691.54,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2009,Aufwendungen,4258273.71,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2009,Erträge,845200.13,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2009,Aufwendungen,6774878.26,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2009,Erträge,2806432.8,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2009,Aufwendungen,3447501.25,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2009,Erträge,159353.25,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2009,Aufwendungen,776361.93,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2009,Erträge,450020.73,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2009,Aufwendungen,1969698.75,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2009,Erträge,61003782.87,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2009,Aufwendungen,35984017.09,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2009,Erträge,1657133.04,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2009,Aufwendungen,0,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2009,Erträge,25799755.76,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2009,Aufwendungen,60027535.86,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2009,Erträge,1997213.45,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2009,Aufwendungen,3615541.94,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2009,Erträge,2255674.19,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2009,Aufwendungen,13613960.27,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2009,Erträge,1423862.65,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2009,Aufwendungen,1696759.36,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2009,Erträge,294354.24,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2009,Aufwendungen,2627671.04,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2009,Erträge,521134.82,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2009,Aufwendungen,1044330.45,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2009,Erträge,215534.97,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2009,Aufwendungen,360859.25,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2009,Erträge,312815.59,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2009,Aufwendungen,2039236.96,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2009,Erträge,19792994.5,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2009,Aufwendungen,10942178.36,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2009,Erträge,0,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2009,Aufwendungen,2648000,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2009,Erträge,175705.22,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2009,Aufwendungen,325413.86,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2009,Erträge,456982713.34,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2009,Aufwendungen,100956389.09,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2009,Erträge,43118.04,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2009,Aufwendungen,552172.8,Ergebnis
01,0101,Innere Verwaltung,Bezirksvertretungen (frei verfügbare Mittel),2010,Aufwendungen,214985.84,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2010,Erträge,72123.46,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2010,Aufwendungen,4712862.29,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2010,Erträge,58808.63,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2010,Aufwendungen,3272198.70,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2010,Erträge,16006.30,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2010,Aufwendungen,608449.87,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2010,Erträge,117968.00,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2010,Aufwendungen,808363.39,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2010,Erträge,53908.00,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2010,Aufwendungen,1122953.01,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2010,Erträge,101637.76,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2010,Aufwendungen,1258460.59,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2010,Erträge,1246028.01,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2010,Aufwendungen,7181822.76,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2010,Erträge,2504128.96,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2010,Aufwendungen,8153284.76,Ergebnis
01,0110,Innere Verwaltung,Recht,2010,Erträge,620130.29,Ergebnis
01,0110,Innere Verwaltung,Recht,2010,Aufwendungen,1841614.50,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2010,Erträge,28287188.38,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2010,Aufwendungen,81928137.65,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2010,Erträge,1596564.96,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2010,Aufwendungen,2928642.44,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2010,Erträge,288033.70,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2010,Aufwendungen,344553.91,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2010,Erträge,47399.73,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2010,Aufwendungen,0.00,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2010,Erträge,149151.31,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2010,Aufwendungen,671834.11,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2010,Erträge,677341.67,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2010,Aufwendungen,2134138.72,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2010,Erträge,1327145.70,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2010,Aufwendungen,1337436.43,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2010,Erträge,8124798.09,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2010,Aufwendungen,6890751.42,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2010,Erträge,1856913.69,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2010,Aufwendungen,5880436.86,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2010,Erträge,515369.88,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2010,Aufwendungen,1021299.29,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2010,Erträge,286259.17,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2010,Aufwendungen,1558726.08,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2010,Erträge,25428.15,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2010,Aufwendungen,592972.22,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2010,Erträge,225563.17,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2010,Aufwendungen,480399.03,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2010,Erträge,1150611.79,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2010,Aufwendungen,17853057.92,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2010,Erträge,8202589.03,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2010,Aufwendungen,8172009.12,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2010,Erträge,102018.01,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2010,Aufwendungen,2156310.47,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2010,Erträge,1951148.76,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2010,Aufwendungen,25920239.74,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2010,Erträge,1536578.03,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2010,Aufwendungen,11244428.55,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2010,Erträge,797953.30,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2010,Aufwendungen,4214054.67,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2010,Erträge,2913366.88,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2010,Aufwendungen,3922138.38,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2010,Erträge,2038113.79,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2010,Aufwendungen,4410083.81,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2010,Erträge,848825.14,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2010,Aufwendungen,5047283.60,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2010,Erträge,322291.56,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2010,Aufwendungen,1619971.76,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2010,Erträge,56561.59,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2010,Aufwendungen,695877.37,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2010,Erträge,4166.67,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2010,Aufwendungen,19164466.63,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2010,Erträge,81205.93,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2010,Aufwendungen,477464.63,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2010,Erträge,17808180.27,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2010,Aufwendungen,55649965.56,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2010,Erträge,3577583.62,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2010,Aufwendungen,28103520.98,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2010,Erträge,3997153.33,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2010,Aufwendungen,34232209.89,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2010,Erträge,5205.50,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2010,Aufwendungen,1360866.21,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2010,Erträge,599067.20,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2010,Aufwendungen,616912.95,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2010,Erträge,35807394.88,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2010,Aufwendungen,66823675.57,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2010,Erträge,3979014.62,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2010,Aufwendungen,13366285.95,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2010,Erträge,593288.19,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2010,Aufwendungen,3668151.65,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2010,Erträge,201418.52,Ergebnis
